CIK,Ano,LC,CTPT,ML,ME,ROA,Empresa
0000731766,2010,0.7760759493670886,1.4419361084220716,0.046642727518437,0.0843220642826805,0.13408813408813408,61
0000731766,2011,0.8506813811554218,1.3995829209670578,0.0504800612593508,0.0941273487659775,0.07574128356582067,61
0000731766,2012,0.7763681958991001,1.526268522676246,0.0499557034117413,0.0954907881176662,0.06831921864375348,61
0000731766,2013,0.7309637387468169,1.510404678217052,0.0459224909991917,0.0897876544016197,0.06869641679489998,61
0000731766,2014,0.7692257453547987,1.6189067603377088,0.0430660514738568,0.0900715851434002,0.06504827394596097,61
0000731766,2015,0.7375402116648795,,0.0370002609686392,0.0809257385094235,0.05218929280051714,61
0000731766,2016,0.6878705433281898,,0.0379625622159705,0.0810701146937892,0.05713704095757675,61
0000731766,2017,0.7348750569724353,,0.0524858445309431,0.0867671841677479,0.07592515353305815,61
0000731766,2018,0.727170215565036,,0.0529774980441729,0.0873912140271473,0.07874077821062797,61
0000731766,2019,0.6900715418730374,,0.0571493464929487,0.0925233837831141,0.07958525266118041,61
0000731766,2020,0.7417564208782105,,0.0599009881738034,0.0983740438125386,0.07807328335588908,61
0000731766,2021,0.7888162264343739,,0.060101461419973,0.0941351961251334,0.08145387029584461,61
0000731766,2022,0.7739950917220435,,0.0620677315663156,0.0982070693048537,0.08188681549012027,61
0001141391,2009,1.5797095225931608,1.1297611708564514,0.1198655642733976,0.0789235339680693,0.1453608359205861,277
0001141391,2010,2.053452115812917,0.6956772334293948,0.2871780409851476,0.485053581500282,0.34570555618422544,277
0001141391,2012,1.9072564207093357,0.7999132571924245,0.2578812068732242,0.5637938032742524,0.15294495265607447,277
0001141391,2013,1.815318302387268,0.9015232495991448,0.7039300263599328,0.5704529115744069,0.41251228760005615,277
0000796343,2009,2.928915059208836,0.4890370607258707,0.2368173742944624,0.4242934977002777,0.21911138019814516,80
0000796343,2010,3.011034671300492,0.5679008517662493,0.1721336056389014,0.1906077704331831,0.14263197278811293,80
0000796343,2011,3.0152816764592307,0.5547306442049463,0.1891643241185444,,0.10677137813789353,80
0000796343,2012,3.405821260748951,0.4965117231607479,0.1891090104928222,,0.08349020800292906,80
0000796343,2013,2.651941339024467,0.5436227458624514,0.0715087146506742,,0.027936095861602433,80
0000796343,2014,1.8450382551559767,0.5917916499714798,0.0647192653117325,,0.024884039975045034,80
0000796343,2015,2.178346515742091,0.6748322521488007,0.1312792317648734,,0.05368630906209472,80
0000796343,2016,2.0770028826643574,0.7114338567793089,0.1996406140307425,,0.09197855626383772,80
0000796343,2017,2.0546850039561075,0.7181774327711221,0.232000662877037,,0.11653864496136233,80
0000796343,2018,1.1292482480169146,1.0047482865515205,0.2869071655307503,,0.13803707687092787,80
0000796343,2019,0.7929403201440421,0.9717088684829426,0.2642001192878499,,0.14215398990482797,80
0000796343,2020,1.477866473149492,0.8308202653799759,0.4087659309916071,,0.2166035249547027,80
0000796343,2021,1.2505770340450086,0.840981279989187,0.3054798859676908,,0.1770125913145626,80
0000796343,2022,1.106791338582677,0.9333143548501884,0.2701351811882312,,0.17507822565801584,80
0001108524,2009,1.3932260360954722,1.186891917640194,0.0825217042874315,0.160307199145185,0.041750967346072705,253
0001108524,2010,1.8787607501128691,1.344637201308294,0.0609452339536726,0.1116316984223993,0.059016722617379634,253
0001108524,2011,0.8421093863839695,,-0.0069831197020889,0.0245368674565018,-0.003743572407166877,253
0001108524,2012,0.7270432441997521,1.5737154772704365,-0.1193206911506927,0.0205493927084422,-0.0649459650147425,253
0001108524,2013,0.6909320734954195,1.3624724017995946,-0.0326033625241146,-0.0097285597170588,-0.04199255700352833,253
0001108524,2014,0.6733983419878659,2.0035198172788635,,,-0.028699880803196354,253
0001108524,2015,0.8005607157736391,1.6829273017116444,-0.0088257636520565,0.1048125032334087,-0.004446829372027169,253
0001108524,2016,1.0203521271567322,1.551120167248033,0.0140719950440306,0.0462176421355164,0.014074522131299108,253
0001108524,2017,0.821993687586235,1.344616697823917,,,0.007249278259563605,253
0001108524,2018,0.9520214562431708,1.1187355435620665,,,0.05049126637554585,253
0001108524,2019,0.9491781430475345,0.9696892021787888,,,0.004099294010475973,253
0001108524,2020,1.0753115527113506,0.6268555407997639,,,0.07386714073214092,253
0001108524,2022,1.04874242702405,0.6378352342123824,,,0.015166633406505687,253
0000077476,2009,1.4357012334399268,1.3251715164419209,,,0.42024693836579,30
0000077476,2010,1.105524792348351,2.194189818079256,,,0.09273252828195384,30
0000077476,2012,1.0954415120837966,2.330329660525494,,,0.08277285029073662,30
0000077476,2013,1.2446325466674142,2.1749764431152445,,,0.08699243656263714,30
0000077476,2014,1.1421070086225955,3.0129138696097395,,,0.09237118665702251,30
0000077476,2015,1.3102173171009217,4.776019224395094,,,0.07825799876555614,30
0000077476,2017,1.5133645498000194,6.231145314622001,,,0.06086161094681971,30
0000077476,2019,0.8623723180685205,4.3067090491005,0.1504225394850631,0.1725963799669251,0.2524475791564286,30
0000077476,2020,0.9841263049803184,5.899063475546306,0.1011766043312681,0.1781674529642471,0.07662670311457415,30
0000077476,2021,0.8307780320366133,4.75135573147167,0.0958552482572916,0.1734026222412361,0.08246641480022084,30
0001065280,2009,1.815677058254443,2.4132959732453565,0.0626125223157959,0.1045362677376676,0.39058514065796324,207
0001065280,2011,1.4945100424062594,3.774655030257775,0.0721006960423699,0.089746389273219,0.1260848117878428,207
0001065280,2012,1.3370465044399336,4.328365604768805,0.0047521917101517,0.0264487507487638,0.00432270047808785,207
0001065280,2013,1.4199047165007197,3.058729221985346,0.025694686690919,,0.020767056198699212,207
0001065280,2014,1.4796249109139012,2.7985792169705896,0.0484678788283954,,0.037808161406877004,207
0001065280,2015,1.5389287924152828,3.588806193684881,0.0180899477853196,,0.0120202441058012,207
0001065280,2016,1.2471590964835608,4.070008955892231,0.021139734713191,,0.013739851221165545,207
0001065280,2017,1.403135057054921,4.307921705347581,0.0478014811447095,,0.029397600830011788,207
0001065280,2018,1.4943204589876868,3.95811512827928,0.0766883531259708,,0.04663214549710484,207
0001065280,2019,0.9012219911734708,3.481008768349165,0.0926212838998857,,0.05494854677364819,207
0001065280,2020,1.250557118854798,2.5498876662413106,0.1104732282564897,,0.07029963753640846,207
0001065280,2021,0.950625199818211,1.8130459565021635,0.1722760749904942,,0.11475309345727251,207
0001065280,2022,1.168390288506809,1.338828037250665,0.1420795779292152,,0.09243637092783322,207
0000804328,2009,4.468538926413082,0.3509056900964757,0.4024883825513416,0.3621645930145405,0.2934960830752414,82
0000804328,2011,2.7024012100586123,0.3506363400244889,0.5018719080090921,0.4070731381200695,0.20611169073636812,82
0000804328,2012,2.9507732930969444,0.2824031262118545,0.3194916583860677,0.3440719627634538,0.14203013112619733,82
0000804328,2013,3.751198925762517,0.2612779871425404,0.2756082847375829,0.331671023527046,0.15056243958168555,82
0000804328,2014,3.727423914851156,0.2401899461308688,0.3007513119643599,0.328463019594518,0.16399720014822744,82
0000804328,2015,3.6227868852459015,0.6168486044365233,0.2084569439500019,0.2764526719670899,0.1037483266398929,82
0000804328,2016,3.143345643550814,0.6479640002517465,0.2422093911862104,,0.10895930021581772,82
0000804328,2017,3.996791051618227,1.1299030768230014,0.1105827463998923,,0.03764163332620713,82
0000804328,2018,1.5471698113207548,,-0.2139809071312304,,-0.14880988802545433,82
0000804328,2019,1.876329043088976,5.7135872886534935,0.1806945989370905,,0.13308250144127196,82
0000804328,2020,2.1354935424354244,,0.2208907020227775,,0.14603584873855144,82
0000804328,2021,1.6797757509831812,,0.2694095215396532,,0.21927740058195927,82
0000804328,2022,1.7465026125063206,,0.2926696832579185,,0.2639245929734362,82
0000006951,2009,2.933267919835294,0.3495097967357745,,,0.2789716116459547,6
0000006951,2010,2.3426611807432174,0.4521206091256858,,,0.05780124815584266,6
0000006951,2011,3.7061560486757337,0.5751136363636363,,,0.13902315850227256,6
0000006951,2012,2.2525386313465785,0.6727021423635107,,,0.018013551479094364,6
0000006951,2013,2.30945558739255,0.699068848758465,,,0.02125716183675164,6
0000006951,2014,2.467941905773999,0.6743772241992882,,,0.08137240018217702,6
0000006951,2015,2.438388625592417,1.0107710495205569,,,0.08995296576953227,6
0000006951,2016,2.299834801762114,1.0213385063045586,,,0.11797367699479024,6
0000006951,2017,3.139246658566221,1.0771205476521553,,,0.17683711828621454,6
0000006951,2018,2.6418387413962634,1.5987717502558854,0.1306284993297058,0.2071208895197539,0.18640634670567716,6
0000006951,2019,2.295030357544412,1.316045775505235,0.086417781751988,0.1185769488710759,0.14224137931034483,6
0000006951,2020,2.9982058757568963,1.1131593874078276,,,0.1619022055205118,6
0000006951,2021,2.5389344262295084,1.1086796766555074,,,0.22799612778315587,6
0000006951,2022,2.158151511044857,1.1917336394948337,,,0.24414427897927113,6
0000936468,2009,1.1657479211436046,7.503511746185517,,,0.17800689242687476,151
0000936468,2010,1.1518329299991037,8.457119741100323,,,0.15407648216271708,151
0000936468,2011,1.1619126133553177,36.87012987012987,,,0.14595863669937745,151
0000936468,2012,1.1398601398601398,990.2051282051282,,,0.07100913159324314,151
0000936468,2013,1.198651079136691,6.358275721838146,,,0.0823753730518404,151
0000936468,2014,1.109521238300936,9.903823529411763,,,0.09748334367329323,151
0000936468,2015,1.1523084584192929,14.863093316112368,,,0.07337974271291321,151
0000936468,2016,1.2045925689682666,30.57577763070814,,,0.11090658076392085,151
0000936468,2017,1.3817361715597056,-69.00439238653001,,,0.04303432858279057,151
0000936468,2018,1.118419224892346,31.152797704447632,0.0334145630810796,0.0562538076444256,0.11244317675372137,151
0000936468,2019,1.2235184655024334,14.185161496642149,0.1041597003945696,0.1627432622216277,0.13108062615721258,151
0000936468,2020,1.390798822938348,7.426766417290108,0.1044833175326462,0.1519006697452521,0.13474659830408203,151
0000936468,2021,1.415660498678288,3.6421206314444743,0.0941918739931984,0.1521687250164071,0.12413264403514634,151
0000936468,2022,1.3212689620444389,4.7068853874379455,0.0868695441319107,0.1440349175557711,0.1083963691376702,151
0000829224,2009,1.2876660341555977,0.8310404833043307,,,0.24725649117773635,94
0000829224,2010,1.549322691248384,0.7357335292676953,,,0.14807623044519957,94
0000829224,2011,1.828162636092109,0.6780314260302401,0.0387074922939246,0.0699699214477478,0.16924351937394708,94
0000829224,2012,1.9004434790478777,0.6076923076923076,0.1040490243994135,0.1915635926162637,0.16836188436830835,94
0000829224,2014,1.3718695494783957,1.0393019726858876,,,0.19311999553608794,94
0000829224,2015,1.1913781305597373,1.138930904090753,,,0.2215312427186026,94
0000829224,2016,1.0469770612945084,1.434194425560843,,,0.19664328832129524,94
0000829224,2017,1.251782879617125,1.6345755123759198,,,0.20080609233168123,94
0000829224,2018,2.198057774181063,19.64993587002993,0.0660401625208266,0.0749817310221858,0.18705601828086968,94
0000829224,2019,0.9165464360400084,-4.083726452937968,0.1357861222395751,0.2057935915136974,0.18728277383504338,94
0000829224,2020,1.0625578483149123,-4.762770496214014,0.0394718938685262,0.1272599710859767,0.03160224003812831,94
0000829224,2021,1.1968986922491842,-6.898274825227392,0.1445014899898832,0.2172632361341472,0.1337671935424272,94
0000829224,2022,0.7669201687099806,-4.212562883329888,0.1017540922099949,0.1880819713304992,0.11729048122837618,94
0001103982,2009,1.083804716734836,1.5745091977121657,0.0729928242621175,0.1224783373950717,0.12929819827922176,245
0001103982,2011,0.8783952290593657,1.6613851265014057,0.0737747653806047,0.078611980071834,0.08142843441286486,245
0001103982,2012,1.0503597122302155,1.3386000310414403,0.086477224046837,0.1422818791946308,0.04011765017621029,245
0001103982,2013,0.918032786885246,1.2363698143514656,0.1109096574973795,0.1430068840477067,0.05395757817991372,245
0001103982,2014,0.8388662811451417,1.404036036036036,0.0637775960752248,0.1255986450181053,0.032687270822420116,245
0001103982,2015,0.820179454312397,1.2402898757675282,0.2452085301660143,0.3303752193278445,0.11563738204732428,245
0001103982,2016,0.5881944926128876,1.44362306744565,0.063997222543687,0.1308490529645488,0.02695895219214144,245
0001103982,2017,0.4761603241942633,1.413886867603692,0.1128359592215013,0.1668983626814952,0.046300844570505,245
0001103982,2018,0.4543227579614028,1.4438506845574757,0.1303492944714318,0.1589559719330711,0.05389851583796968,245
0001103982,2019,0.4979767654353217,1.363813015582035,0.1496056904283284,0.1890366475954847,0.059954453206091496,245
0001103982,2020,0.6582888053301669,1.456088186235405,0.1337421466461006,0.1869380384485158,0.0524258958855626,245
0001103982,2021,0.7382924043403769,1.371431603523294,0.1497214484679665,0.2007660167130919,0.06409109878972158,245
0001103982,2022,0.6031319108242185,1.6456868653052117,0.086264922529845,0.1473520447040894,0.03818102612385998,245
0001327811,2012,1.2611850893016978,-1.3516270697934052,-3.469662981005349,,-1.123608352891617,339
0001327811,2013,3.470927174672455,0.619293479637268,-0.4227291439997647,-0.3321865106203625,-0.17986924969762688,339
0001327811,2014,4.796648415463746,0.8330810626869393,-0.5288161761256286,-0.385993457557289,-0.11394843918364721,339
0001327811,2015,3.2878560345566967,1.0871600168742646,-0.3679816211001954,-0.2607747569365116,-0.12336463709900472,339
0001327811,2016,2.560270690023291,1.4029196669122312,-0.3512534133554036,-0.2501200158988804,-0.14954723170704012,339
0001327811,2017,1.9641772022878163,1.5601296560886349,-0.10246283105955,-0.0597567471874092,-0.09828466454241097,339
0001327811,2018,1.9219136285173355,2.1305578141758392,,,-0.08454056090603919,339
0001327811,2020,1.0421694050388564,1.7412930601463634,,,-0.11195189811578458,339
0001327811,2022,1.028850470267993,1.314953731817859,,,0.0027978269286912756,339
0001571949,2013,0.9981281854675026,4.123102598744338,0.9917106254709872,1.937452901281085,0.020303002252460737,497
0001571949,2014,0.9941827103820812,4.508252427184466,0.7197358767424799,1.3066764490095375,0.014367521492699074,497
0001571949,2015,0.9738779387318928,4.262020529443544,0.7364161849710983,1.2277456647398843,0.01633605600933489,497
0001571949,2016,0.9746831124076633,4.212826875357893,0.0808823529411764,0.2683823529411764,0.004292525883199395,497
0001571949,2017,0.988757822451127,3.622784211770267,0.7654848355403674,0.9660401537804356,0.04579372380660329,497
0001571949,2018,1.0088340291643976,4.38864019533748,0.3329425556858147,0.5307318707084241,0.021424491599400804,497
0001571949,2019,0.9878371308997907,4.469950738916256,0.3308232072565463,0.5707684408694164,0.02045654175441567,497
0001571949,2020,0.9911362629120786,5.465842650528259,,,0.01655309033280507,497
0001571949,2021,1.0057948908487655,7.519221454049055,,,0.020971359469152774,497
0001571949,2022,1.0521280946028384,7.556460847353122,,,0.0074406446500427095,497
0001156375,2009,1.0268869949107855,0.847106367545723,0.3182692084964443,0.6394107155266266,0.038540293399904633,281
0001156375,2010,1.1268091692462143,0.7436603007961077,0.3164248197275883,0.6320840381020209,0.05071035008174947,281
0001156375,2011,1.1383850569930942,0.8879175946547884,0.5524294336401878,0.6552459915869049,0.04446412667724928,281
0001156375,2012,1.1445469941839856,0.8103748523514059,0.3075207575653606,0.6274960543470802,0.02306294901088948,281
0001156375,2013,1.0469563725279911,1.5654745022406262,0.33266355617614,0.6035146272519838,0.017996307882780806,281
0001156375,2014,1.0244177871094502,2.452648935407556,0.3621204819277108,0.6107630522088353,0.015601835510060008,281
0001156375,2015,1.0293283004521447,2.2781313558909684,0.3748346759648912,0.6366177708308284,0.018509310316676932,281
0001156375,2016,1.0278824822316257,2.41037427423835,0.4267078326657766,0.6486148197596796,0.022114938286910368,281
0001156375,2017,1.0270094519945088,2.381754254455242,1.11487913957253,0.6653496858451999,0.05361308436863382,281
0001156375,2018,1.014879120772619,1.987398962131296,0.4553302083816772,0.6326402747482248,0.025326650807930746,281
0001156375,2019,1.0271347913557012,1.8774613550513035,0.4347781429745275,0.5641741988496303,0.028139221674313604,281
0001156375,2020,1.0123132183419332,3.735124373572848,0.4310754361536571,0.5714227209435663,0.0168875882804052,281
0001156375,2021,1.0085000847888757,6.181946254101383,0.5621681557455701,0.5955604836130243,0.013397682593227066,281
0001156375,2022,1.0101011348161597,5.480064140006771,0.5361198549627445,0.6277244292146472,0.015449916377542906,281
0001059556,2009,0.8194983818770226,-4.288023754536456,0.513103142983621,0.8602478972996901,0.5785953177257525,204
0001059556,2010,1.438209466695224,-9.168927648578812,0.2560941282441029,0.4297134493047345,0.3581466755894973,204
0001059556,2011,1.256084656084656,-17.597633136094675,0.2812007874015748,0.4761811023622047,0.1986718125239039,204
0001059556,2012,2.1681689415400465,9.065420560747665,0.302538694260534,0.513395010303854,0.17420283268954026,204
0001059556,2013,2.601244195215982,11.772106824925816,0.2946562648793173,0.4863934366186866,0.18304475438556575,204
0001059556,2014,2.239226473284988,-24.63312034078807,0.1567672987886091,0.2433405213420435,0.2117584065110302,204
0001059556,2015,2.661551087402544,-9.657345132743362,,,0.18372565093492602,204
0001059556,2016,1.3397166625483898,-5.187428571428572,0.0765102597216243,0.2196584875878892,0.050044112402154936,204
0001059556,2017,1.2507148742306016,-26.576441867561797,0.128145691123548,0.2519626551233943,0.11642735798561821,204
0001059556,2018,1.6139623540624255,19.28614916286149,,,0.1374734941529676,204
0001059556,2019,1.924163179916318,15.405228758169937,,,0.13852898197759375,204
0001059556,2020,2.0292529252925293,6.78521351179095,,,0.14328310097509872,204
0001059556,2021,1.6069711538461535,4.313898056472314,,,0.1508174386920981,204
0001059556,2022,1.7237894736842103,4.62882096069869,,,0.09575580179803471,204
0000049071,2009,1.759093169723452,1.4503958879522745,0.0273034173513226,0.0809271108730912,0.10462702707896722,20
0000049071,2010,1.764727416545481,1.325696528162106,0.0329956882316579,0.0326635355599568,0.1328343409868801,20
0000049071,2011,1.8462681638044915,1.1962048865186654,0.0385262814943527,0.0718668549087749,0.08013327309690535,20
0000049071,2012,1.8368627450980397,1.258279642816774,0.0312324285641261,0.06016459643204,0.06116422243355523,20
0000049071,2013,1.9452791396489009,1.2257406612279949,0.029796916224917,0.0601989688475782,0.059368217988907644,20
0000049071,2014,2.0002719238613187,1.4327182251710553,0.0236494845360824,0.0579587628865979,0.04887922952356601,20
0000049071,2015,1.9272571148184492,1.387879373670984,0.0235038405570189,0.0497522518373887,0.051649463671321595,20
0000049071,2016,2.069803119406801,1.3767898923724848,0.0112911234116111,0.03915114290443,0.024177035753661993,20
0000049071,2017,1.8500956836062088,1.761430603535867,0.0455297859281715,0.0868934476537653,0.09007285304290234,20
0000049071,2018,1.681849756872085,1.5010333628579864,0.0295719707618779,0.0622715771717739,0.06622594734978161,20
0000049071,2019,1.819745630890292,1.415385893495057,0.0417180372333867,,0.09310724358533398,20
0000049071,2020,1.7650440495744364,1.547275641025641,0.0436394271272114,,0.09628528124910635,20
0000049071,2021,1.6237036070706412,,0.0353101223153231,,0.06612110555029532,20
0000049071,2022,1.524217021772034,1.8081771275553524,0.0302142780230429,,0.06517245383811404,20
0001466258,2009,1.213438238399276,1.80029006730688,0.2046307813445013,-0.0284716595725257,0.08970036516432395,431
0001466258,2010,1.271201685246988,1.496063684190701,0.0159648385741524,0.0418784912208303,0.032124616700598775,431
0001466258,2011,1.2565401866892956,1.6952616148924802,0.0531910167270142,,0.07660684006782481,431
0001466258,2012,1.1877778578809506,1.5758135370323736,,,0.05508059849996485,431
0001466258,2013,1.6771401748518453,1.4891708752422583,,,0.05447924748415741,431
0001466258,2014,1.556940618095524,1.8794635401008783,,,0.0538601612856606,431
0001466258,2015,1.2634031356210942,1.8669692437292624,,,0.039704160393815566,431
0001466258,2016,1.5539927025596747,1.607378307595051,,,0.08485175945830986,431
0001466258,2017,1.2674192212096107,1.5358458328081452,,,0.07167658047795392,431
0001466258,2018,1.328173876775494,1.5450040582681874,,,0.07466410641421387,431
0001466258,2019,1.2787593327711388,1.8135147779184324,,,0.06885025106991406,431
0001466258,2020,1.591555463366291,1.8305476223918096,,,0.04708454730209785,431
0001466258,2021,1.361606767107146,1.8840934158154703,,,0.07881593373127056,431
0001466258,2022,1.1217556446507702,1.9670203330814968,,,0.09714295195115477,431
0001585689,2014,1.107221976074435,4.505681818181818,0.0487920577372683,0.1525768305492494,0.05511961722488038,510
0001585689,2015,1.0478313741386298,3.302422723475355,0.1245564229950319,0.2451206529453513,0.05459636024265049,510
0001585689,2016,1.3252608047690015,3.45177148669266,0.0298379490697076,0.2183829203463946,0.013276868490328489,510
0001585689,2017,0.8994565217391305,5.903957528957529,0.1377461706783369,0.1880743982494529,0.08799273133911098,510
0001585689,2018,0.7583173996175908,24.38656987295826,0.0857848641365371,,0.05459092533047517,510
0001585689,2019,0.7290142807384187,-32.010373443983404,0.093207786711807,0.21191282268303,0.058902186267299594,510
0001585689,2020,1.7285067873303168,-12.24228187919463,-0.1660088228465289,-0.0201996749477594,-0.0426738287078484,510
0001585689,2021,0.9509771447499172,-19.805115712545675,0.070836212854181,0.2069799585348997,0.02655268441163137,510
0001585689,2022,0.8511269276393831,-15.072595281306716,0.1430525475891941,0.2571526273794597,0.08090510572460032,510
0000004904,2009,0.8928102121269007,2.6748097412480973,0.1378504672897196,0.2409417685118619,0.07932075783900058,4
0000004904,2010,0.7695612150966554,2.6995301717809426,0.0434876056741653,0.25343888809285,0.02406104449509464,4
0000004904,2011,0.6325820602026925,2.561238406983088,0.1287377613125165,,0.03726327480229018,4
0000004904,2012,0.6725780448483072,2.568090831528516,0.0842422214787554,,0.0231574300586753,4
0000004904,2013,0.7051701570680629,2.5071806030463164,0.0963729895161815,,0.026234622611408517,4
0001408198,2010,1.1485445168806916,1.7989245609503417,0.34821944445089,,0.049639682372717875,391
0001408198,2011,1.4972074071620234,1.369327548275207,0.2549040848831218,0.5946415187145735,0.08444530804436863,391
0001408198,2012,1.0095892694310171,1.1187014596230365,0.189260014484342,0.440626011207388,0.061013253571039455,391
0001408198,2013,1.2663679501273255,0.9884601526043476,0.2342357607976079,0.4757304442182792,0.07100155461556204,391
0001408198,2014,1.629546300368779,1.0198969454221114,0.3110621833135529,0.3972972440341419,0.09816718063005865,391
0001408198,2015,2.1345851167198,2.490884505267408,0.2243929847092346,,0.07106734155558952,391
0001408198,2016,1.967441340365656,8.705697328442563,0.2426528795465729,,0.08462235181072467,391
0001408198,2017,2.085222102091428,7.168503685675241,0.1253574976668573,,0.09279695011826596,391
0001408198,2018,1.773887279235805,-21.34879334991051,,,0.149909148653818,391
0001408198,2019,2.311067223513687,-55.80667153322731,,,0.13406021588135777,391
0001408198,2020,1.884572736107672,-10.472754797691511,,,0.14333712741271176,391
0001408198,2021,1.7134436026754345,-34.68693987165605,,,0.1318362366737411,391
0001408198,2022,1.397789891781625,-5.958240940546172,,,0.17420048083705267,391
0000723531,2010,1.1114161325303071,2.727801201016563,0.1388608371683182,0.4145283221686146,0.11023957871526294,56
0000723531,2011,1.1239606155795476,2.604999331640155,0.247362365670363,0.3916427994418741,0.18734472913344952,56
0000723531,2012,1.0695787765766904,3.0383920224368963,0.4768589111131043,,0.16409963577998643,56
