DENOM_CIA,CNPJ_CIA,ANO,ROA,LC,CTPT,ME,ML,Macro
AURA ALMAS MINERAÇÃO S.A.,08.213.823/0001-07,2014,,,,,,
AUREN ENERGIA S.A.,28.594.234/0001-23,2014,,,,,,
AZEVEDO E TRAVASSOS S.A.,61.351.532/0001-68,2014,0.06783512469198538,2.5855914538822304,1.308937149941334,0.13312233675760737,0.12509503686546317,
AZUL S.A.,09.305.994/0001-29,2014,,,,,,
"B3 S.A. - BRASIL, BOLSA, BALCÃO",09.346.601/0001-25,2014,0.0386681633903673,1.7348317808326392,0.33131125784128557,0.7786648689829387,0.4897116020770264,
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,2014,0.10753497120018808,9.868149755832881,0.26996685874660376,-inf,inf,
BAUMER S.A.,61.374.161/0001-30,2014,0.09779086657408738,2.0753366527101957,0.6860618456818365,0.1778218525206477,0.12090622933996428,
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,2014,,,,,,
BIOMM S.A.,04.752.991/0001-10,2014,-0.07106045700487412,17.06886321049344,0.6704232453478493,-inf,-inf,
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,2014,,,,,,
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,2014,,,,,,
BOMBRIL S.A.,50.564.053/0001-03,2014,-0.047946010710810616,0.8197139306689216,-20.90026216234154,0.027791606901641855,-0.05004943670013508,
BR MALLS PARTICIPACOES S.A.,06.977.745/0001-91,2014,0.03949563861567899,0.4312181072150672,0.3632841134966488,7.263816549013387,4.304056614581956,
BR PROPERTIES S.A.,06.977.751/0001-49,2014,0.02979659368975923,1.9738502274045147,0.4777010136024017,3.953037017636964,1.8223346405408944,
BRADESPAR S.A.,03.847.461/0001-92,2014,0.009960096995207654,0.33434457410761714,0.139960024591645,inf,inf,
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,2014,-0.017866000981413315,1.1214668237368737,0.28085856285086985,-0.05221214877040343,-0.12527540525590422,
BRASKEM S.A.,42.150.391/0001-70,2014,0.02144065518583118,0.9493714245467126,5.619867028594191,0.1513373378763543,0.03208823611330319,
BRAZILIAN FINANCE E REAL ESTATE S.A.,02.762.113/0001-50,2014,-7.172880772375801e-05,14.012345679012345,0.028779314314388182,-inf,-inf,
BRB BCO DE BRASILIA S.A.,00.000.208/0001-00,2014,0.0,0.8005814273257339,inf,0.07629851803786634,0.0,
BRF S.A.,01.838.723/0001-27,2014,0.06449700699597137,1.577270790208909,1.212779185652883,0.17742388554698277,0.08579565117556456,
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,2014,,,,,,
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,2014,0.005613653004900212,1.6230355849732572,1.1221727870376519,0.025017267811115417,0.002158777222373307,
CAMBUCI S.A.,61.088.894/0001-08,2014,0.05709456977000514,0.9340714019156612,7.024174528301887,0.19669642155964503,0.06101934504332347,
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,2014,,,,,,
CCR S.A.,02.846.056/0001-97,2014,0.30346650125027275,2.305561776330523,0.25974692016601214,11.691081801775919,11.999919194821286,
CEMIG GERACAO E TRANSMISSAO S.A.,06.981.176/0001-58,2014,0.1687638491275999,0.534937630099332,2.550163625986273,0.5230837372258762,0.27077662084040155,
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,2014,-0.031485796392746804,2.495444808238278,0.702655473864658,-1.8554200181111171,-1.0763880750723558,
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,2014,0.20706019761030525,1.1900235651362507,0.05732895575683456,inf,inf,
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2014,,,,,,
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,2014,0.054680099888056485,0.693257790368272,1.195274102079395,0.11294889657962155,0.05708121713335431,
CIA CELG DE PARTICIPACOES - CELGPAR,08.560.444/0001-93,2014,-0.9730984126984127,34.108820160366555,-1.2310000616000165,-inf,-inf,
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,2014,0.22908791700059386,0.3041841267300469,0.21371908704890943,10364.579439252337,9771.461059190031,
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,2014,0.0628446576644027,5.558052533594501,0.1421900018139685,0.16398789906876912,0.110348565730607,
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2014,-0.01762526079780774,0.8343595599754394,0.8677886424754175,0.045399660673966384,-0.024772345185715354,
CIA INDUSTRIAL CATAGUASES,19.526.748/0001-50,2014,0.03960538930180296,2.5278572684689293,0.9087224288215965,0.10190256101807592,0.06081230808192725,
CIA MELHORAMENTOS DE SAO PAULO,60.730.348/0001-66,2014,0.021669818757985407,0.6262210079466503,0.8835702111784887,13.024788202070914,10.505177282711013,
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2014,0.0771327777496353,1.5406608579122494,0.17283720293827273,inf,inf,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2014,0.031329615690008146,1.1629533758589874,0.8341052320536708,0.268840067583759,0.07739800095123289,
CIA SIDERURGICA NACIONAL,33.042.730/0001-04,2014,-0.002121353441156938,1.5439178454682778,7.70705619692764,0.3664440294545279,-0.007991940155165989,
CIA TECIDOS NORTE DE MINAS COTEMINAS,22.677.520/0001-76,2014,-0.06968852006238532,0.11651020014866613,0.13318107916596944,-inf,-inf,
CIA TECIDOS SANTANENSE,21.255.567/0001-89,2014,0.002157956084806099,1.937875549122246,0.6362913351326075,0.06181323412903448,0.0023595466914677413,
CLEAR SALE S.A.,03.802.115/0001-98,2014,,,,,,
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2014,0.07974552840059766,1.5016157893331197,0.0961877298100854,inf,inf,
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2014,,,,,,
CONSERVAS ODERICH S.A.,97.191.902/0001-94,2014,0.016299675731042285,1.1913697093524027,2.4426313564277167,0.09562599916466234,0.017968401192516525,
CONSTRUTORA ADOLPHO LINDENBERG S.A.,61.022.042/0001-18,2014,0.2599900255595038,1.408660351826793,1.0373404457992,1.193803834398444,1.1587941094748542,
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2014,-0.035202346889399806,0.37697747722105335,2.8014137293488663,-0.331497800864367,-0.4511142181045712,
COSAN S.A.,50.746.577/0001-15,2014,0.018132016638664636,0.31083049504102134,0.8263636792497763,inf,inf,
CPFL ENERGIA S.A.,02.429.144/0001-93,2014,0.11410726751793969,1.3389653101111105,0.19799021679879197,16151.540983606557,15560.27868852459,
CPFL ENERGIAS RENOVÁVEIS S.A.,08.439.659/0001-50,2014,-0.025775604055345822,0.5755208612717383,0.5477384808451584,-0.2513020720868566,-1.4577247639859385,
CPFL GERACAO DE ENERGIA S.A.,03.953.509/0001-47,2014,0.002814621222847921,1.3269376195182185,1.8801294362908032,0.5686501781030368,0.020279654954558527,
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2014,,,,,,
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2014,,,,,,
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2014,,,,,,
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2014,0.05627301716154804,3.1344498439353976,0.30126107323363105,0.44945640719855656,0.38883205938140936,
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2014,,,,,,
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2014,0.06368289250084444,1.0956378248105203,3.987753527481006,0.5300544526757024,0.22279277103276637,
CVLB BRASIL S.A.,16.233.389/0001-55,2014,,,,,,
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2014,0.08787920131966463,0.33208846115113066,0.33013711919458444,42.301785518676745,36.23063862416475,
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2014,,,,,,
DESKTOP S.A.,08.170.849/0001-15,2014,,,,,,
DEXCO S.A.,97.837.181/0001-47,2014,,,,,,
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,2014,0.01836696521996879,1.6634445443773467,0.6166843240216046,0.16515846630312184,0.036860201875776606,
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,2014,0.0688242060863806,1.6849416810502642,1.3037918163069946,0.04808719374243484,0.026600795668768114,
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,2014,0.09800075974747441,1.667782886845262,0.299907922843303,4.261323648407068,3.874033232344141,
DOTZ S.A.,18.174.270/0001-84,2014,,,,,,
DURATEX S.A.,97.837.181/0001-47,2014,0.05029228479459411,1.6909906450993646,0.7084391073141924,0.22841697698576574,0.1106993374470997,
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,08.873.873/0001-10,2014,0.23173573479521467,10.156889748139516,1.1254978718964899,2.6568252457088457,2.221000756027217,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,2014,0.21032551650981765,0.12488693075483469,0.29663961848599923,inf,inf,
EDP - ENERGIAS DO BRASIL S.A.,03.983.431/0001-03,2014,0.12053043624443409,0.6668534071810629,0.26120764757730147,112.01696428571428,94.83443877551021,
ELECTRO ACO ALTONA S.A.,82.643.537/0001-34,2014,0.024798353125618126,1.7449914407720235,2.7138076452183375,0.13648329198890996,0.03951554063913614,
ELETROMIDIA S.A.,09.347.516/0001-81,2014,,,,,,
ELETRORIVER S.A.,01.968.293/0001-68,2014,,,,,,
EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,02.302.101/0001-42,2014,-0.027495976272661937,2.5632545722596327,0.45159678732326897,-0.5664584188164287,-0.17976598589032575,
EMBRAER S.A.,07.689.002/0001-89,2014,0.032992793709261,2.093933320867975,1.412913180030858,0.13949696077510307,0.07339657364951586,
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,2014,0.05998804355282888,1.8223882898892336,3.177356937543364,0.0788301917316767,0.02758756636906788,
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,2014,0.06566143648034202,42.758620689655174,5.733881466038813e-05,inf,inf,
ENERGISA S.A.,00.864.214/0001-06,2014,0.057168690624231196,0.7156173706604277,1.605579362900232,6.472232444841667,4.9152340395703,
ENEVA S.A,04.423.567/0001-21,2014,-0.40675436886774724,0.17339652859712795,2.2632710303267847,-inf,-inf,
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,2014,0.12306157289399287,1.8905613013287395,0.9877988938329105,0.5532306189054511,0.31209147670728643,
ENJOEI S.A.,16.922.038/0001-51,2014,,,,,,
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,09.527.023/0001-23,2014,,,,,,
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2014,0.21257817653472333,2.196946555558271,0.05772666231132995,inf,inf,
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,2014,0.020675163150459343,0.05214985590778098,0.1392757756014056,0.6049830124575312,0.47707988500740484,
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,2014,0.07793163707319482,0.23566743856743397,0.5256395279824698,5.288959768904403,3.7976108085336864,
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,2014,0.1686262297040178,0.40763701298044336,0.16536122041616846,inf,inf,
FLEURY S.A.,60.840.055/0001-31,2014,0.026752196871624875,3.834137386977365,1.0390091572343678,0.18359966333092712,0.05140014197610369,
FOZ DO RIO CLARO ENERGIA S.A.,07.823.262/0001-03,2014,,,,,,
FRAS-LE S.A.,88.610.126/0001-29,2014,0.05323192117294283,2.8057021406201375,1.0717419007008773,0.14468095247697912,0.08249936294989944,
GAFISA S.A.,01.545.826/0001-07,2014,-0.006568858617394901,1.2557655211143108,1.1200162338459323,0.035508607895906874,-0.03716650900009696,
GERDAU S.A.,33.611.500/0001-19,2014,0.03632500874157743,5.299842673295365,0.19934937058588478,1.2811237204869295,0.8035339218811842,
GETNINJAS S.A.,14.127.813/0001-51,2014,,,,,,
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,2014,-0.6961301307496964,9.523935628437563,-4.45328490104883,-inf,-inf,
GRAZZIOTIN S.A.,92.012.467/0001-70,2014,0.10548062753744866,2.3500603426231965,0.4086307214309352,0.17454906022813452,0.15047609134513817,
GRENDENE S.A.,89.850.341/0001-60,2014,0.18793685551053704,8.129655153714408,0.1266244675806155,0.19923493695442215,0.2266543193837701,
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,2014,,,,,,
GRUPO MATEUS S.A.,24.990.777/0001-09,2014,,,,,,
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,2014,0.13417246433716523,3.1523620577237086,0.12675087293707704,0.5247079825937737,0.4612995867510523,
HAGA S.A. INDUSTRIA E COMERCIO,30.540.991/0001-66,2014,0.10376289894288541,0.9998852650051395,-1.5691606776171567,0.3146965411045505,0.19747706951261548,
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,2014,0.12264751547373248,0.2700823833479485,0.3040300267575685,13.412650602409638,12.955311040078682,
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,2014,-0.022066352097339523,8.354863813229573,0.01233257788581637,-inf,-inf,
HMOBI PARTICIPAÇÕES S.A.,40.159.947/0001-64,2014,,,,,,
HYPERA S.A.,02.932.074/0001-91,2014,0.031075993593342385,1.6218925737001424,0.7333412431281429,0.20335936510758337,0.08442122837661853,
IGUA SANEAMENTO S.A.,08.159.965/0001-33,2014,0.03774789431413332,1.928973164068777,0.8116731459441713,1.9987983477281261,1.3766428839654525,
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,51.218.147/0001-93,2014,0.05317478119094568,1.4912547848399444,0.7333546961468131,1.5447375132939687,1.1031996958628687,
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2014,0.005949639814479787,1.8965256609642303,0.892560272793629,0.0714130873006708,0.014657825374346881,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,2014,,,,,,
INTER CONSTRUTORA E INCORPORADORA S.A.,09.611.768/0001-76,2014,,,,,,
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,2014,-0.007487479862078015,0.7887412723041117,0.20455024410803976,0.0898942250414567,-0.026458229356173427,
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,2014,-0.059235984144844496,2.6412998765939943,0.14146053987478824,-inf,-inf,
IOCHPE MAXION S.A.,61.156.113/0001-75,2014,0.019577129157580045,1.0037292777961495,1.5025769954185142,0.17197357724590917,0.04225309088370098,
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,2014,0.03370658666225022,1.128289627039627,2.373265462379248,0.228786202984331,0.0849092139680977,
IRB - BRASIL RESSEGUROS S.A.,33.376.989/0001-91,2014,,,,,,
JALLES MACHADO S.A.,02.635.522/0001-95,2014,,,,,,
JBS S.A.,02.916.265/0001-60,2014,0.03904146960735566,1.3437017181027888,1.1634028129720106,0.2079477695481787,0.07797165765803996,
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2014,0.0123268141939616,1.4096459096459097,0.3512718578952895,inf,inf,
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,87.456.562/0001-22,2014,0.016799832410829142,1.9145602846532248,1.9307246974631511,0.07711888299927057,0.020598613983177964,
JSL S.A.,52.548.435/0001-79,2014,0.011501686012116931,1.8300263117806101,5.027923545225979,0.21936770321203233,0.02353326805789546,
KARSTEN S.A.,82.640.558/0001-04,2014,-0.3345628199529884,0.6035034006430635,-5.655809326066269,-0.1323445312619459,-0.3303720240370648,
KEPLER WEBER S.A.,91.983.056/0001-69,2014,0.24493638639266913,1.7162044187764423,0.06464837838581486,inf,inf,
KLABIN S.A.,89.637.490/0001-45,2014,0.03654828787337787,2.775328447636757,1.8310693870102874,0.5318757254019618,0.1509621555923259,
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2014,,,,,,
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2014,0.08478174413893841,1.247010519027662,1.9253290840734907,0.2579767459103694,0.1422592736059361,
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2014,,,,,,
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2014,-0.04105695059264841,0.9997256441251171,3.348459542864894,0.18499315844545022,-0.10430615492251398,
LOJAS RENNER S.A.,92.754.738/0001-62,2014,0.10810166261742142,1.5209989447766443,1.3505471985718505,0.20698117111094708,0.09802125644445785,
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2014,0.13379023896679612,2.3772596668372805,0.36323879374600343,0.1682175772780569,0.13084637403955116,
MAGAZINE LUIZA S.A.,47.960.950/0001-21,2014,0.024452521145545723,1.193126712826567,5.968325983773975,0.05927342631036682,0.013263743971236508,
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,2014,0.08910770263691214,2.040054312453711,0.760763981036937,0.18731159322275592,0.10910108931228316,
MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,2014,-0.10929103126085703,1.8701231281198003,-3.6287211441303726,0.015120935048087118,-0.11065650454675864,
MANUFATURA DE BRINQUEDOS ESTRELA S.A.,61.082.004/0001-50,2014,-0.09157659753252045,0.08828800833335157,-1.9727934830656535,-0.42196889504112045,-0.41353309991043075,
MARCOPOLO S.A.,88.611.835/0001-29,2014,0.06818856400750543,3.6108179997039933,0.9773880616491692,0.11329899718553355,0.09525279602921831,
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,2014,-0.053884647219997084,1.6249506677737744,6.025076466688679,0.10091542123156089,-0.1347818510960485,
MARISA LOJAS S.A.,61.189.288/0001-89,2014,0.019507750284604185,1.84088467227341,1.2654198799527285,0.11139440363871048,0.019623375026890807,
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,2014,,,,,,
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,2014,-0.1312253412115606,0.8600841097048112,2.4010028441739375,-0.05894468116594417,-0.14288386395262556,
METALURGICA GERDAU S.A.,92.690.783/0001-09,2014,0.013801792481725401,0.1959892792189145,0.263041384968635,inf,inf,
METALURGICA RIOSULENSE S.A.,85.778.074/0001-06,2014,0.038002382222797115,0.5209021931192184,23.742098946526202,0.09862695519228508,0.05182729624838292,
METISA METALURGICA TIMBOENSE S.A.,86.375.425/0001-09,2014,0.04890565438519752,6.919910314633365,1.119032615987501,0.1070814533365398,0.08424417052759699,
MINERVA S.A.,67.620.377/0001-14,2014,-0.06484934236284205,1.7091214898439817,12.441289935328163,0.08490341009428018,-0.0770942252512215,
MINUPAR PARTICIPACOES S.A.,90.076.886/0001-40,2014,-0.09751234763695682,14.190993788819876,-1.090941307850482,-inf,-inf,
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,2014,,,,,,
MOBLY S.A.,31.553.627/0001-01,2014,,,,,,
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,2014,0.027373684894142096,0.8775140363890749,3.3156198356994055,1.152036649736082,0.6884374066328055,
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,2014,0.007557390020629804,0.41893362350380847,0.0043909384535997095,inf,inf,
MPM CORPÓREOS S.A.,26.659.061/0001-59,2014,,,,,,
MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,2014,0.08041973502760827,1.7279685418724506,1.0409374823382274,0.29518539273563993,0.29524237421747823,
MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,2014,,,,,,
MUNDIAL S.A. - PRODUTOS DE CONSUMO,88.610.191/0001-54,2014,-0.0357846607815664,0.35672808845948695,106.13645405118685,0.09649053782901208,-0.1137467049612464,
MÉLIUZ S.A.,14.110.585/0001-07,2014,,,,,,
NATURA &CO HOLDING S.A.,32.785.497/0001-97,2014,,,,,,
NATURA COSMETICOS S.A.,71.673.990/0001-77,2014,0.12962328803469178,1.1443768152107714,4.03109726795408,0.202574528508796,0.11496738853159438,
NEOENERGIA S.A.,01.083.200/0001-18,2014,0.06829765789205189,3.1582358165545914,0.049849149925352935,226.67921199647162,193.08438694501618,
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,51.128.999/0001-90,2014,-0.08226586185234752,0.7223358978556228,1.8195294751838589,-0.0059094642694168115,-0.1374463813087524,
OCEÂNICA ENGENHARIA E CONSULTORIA S.A.,29.980.141/0001-08,2014,,,,,,
ODONTOPREV S.A.,58.119.199/0001-51,2014,0.17906795162905678,1.5298756181875321,0.6936077753376011,0.24361005686773032,0.17082164307559494,
OMEGA ENERGIA S.A.,42.500.384/0001-51,2014,,,,,,
OSX BRASIL S.A.,09.112.685/0001-32,2014,-5.543566128025522,0.005666659436479188,-1.445486800688606,-inf,-inf,
PADTEC HOLDING S.A.,02.365.069/0001-44,2014,-0.14688420079324524,3.638,0.19261742045009358,-11.572953736654805,-10.741103202846976,
PBG S/A,83.475.913/0001-91,2014,0.07921705102441248,1.0927054466028236,3.972592405276689,0.19739937492796758,0.10560689161124406,
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,18.328.118/0001-09,2014,,,,,,
PETRO RIO S.A.,10.629.105/0001-68,2014,-1.3767298800012626,5.090357698289269,0.17187120516363133,-inf,-inf,
PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,2014,-0.034085213032581455,0.7585054265509281,1.060576723825312,-0.014808879392212726,-0.08046949192782527,
PETRORECÔNCAVO S.A.,03.342.704/0001-30,2014,,,,,,
PETTENATI S.A. INDUSTRIA TEXTIL,88.613.658/0001-10,2014,0.041272692334651334,1.6097169871524355,0.8425406682893044,0.07051375521311473,0.03754906321678845,
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,2014,,,,,,
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,51.928.174/0001-50,2014,-0.28740592640096574,0.0001936858415649816,0.01986365140311324,-inf,-inf,
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,2014,0.014228850245799398,1.926018733500595,1.4751648112162432,0.06069718875502008,0.010680895008605851,
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,2014,,,,,,
PRIO S.A.,10.629.105/0001-68,2014,,,,,,
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,2014,0.0,0.540592962039346,17.638454461821528,0.579108635097493,0.0,
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,2014,-0.03165681839165359,1.7840198592243495,1.3899391885908563,0.002520874859525757,-0.016465777046485008,
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,2014,0.04509720145268105,1.2615917231994558,0.15488898095929232,inf,inf,
QUALITY SOFTWARE S.A.,35.791.391/0001-94,2014,0.0848345050056944,2.748656217991908,0.5790098059061402,0.10397255937584046,0.036892274271819236,
RAIA DROGASIL S.A.,61.585.865/0001-51,2014,0.05467280799172398,1.7598768675738206,0.6481045301527878,0.06719737040944893,0.02995115110201907,
RAIZEN ENERGIA S.A.,08.070.508/0001-78,2014,0.008938275630933464,1.8143137174552078,1.3721489428338498,0.3306819022248827,0.02445870979233803,
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2014,0.06138258221055226,2.998446511074842,1.2982351729027617,0.14483556534335018,0.08880957804500725,
RECRUSUL S.A.,91.333.666/0001-17,2014,-1.3453228346456694,0.04367869461395596,-1.3883317025440314,-8.002431906614786,-20.775291828793776,
REDE ENERGIA PARTICIPAÇÕES S.A.,61.584.140/0001-49,2014,0.47973393559848687,0.13145928001780968,0.8114540174012249,inf,inf,
REFINARIA DE PETROLEOS MANGUINHOS S.A.,33.412.081/0001-96,2014,-0.6692747995178323,0.20509664725821053,-1.2504236510723907,-0.6267618056413061,-0.8178129795903967,
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2014,-0.0014221217599241197,1.206201476414201,0.745275921656112,0.23617480979675484,-0.00614941273589117,
RIO ENERGY PARTICIPAÇÕES S.A.,38.126.888/0001-86,2014,,,,,,
RIO PARANAPANEMA ENERGIA S.A.,02.998.301/0001-81,2014,0.0742949178725562,0.7878201333299014,1.0560081858570385,0.5753868771657844,0.23350651431972905,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2014,0.0510894148817338,1.6494693421561466,0.6119998554669621,4.3964789066578085,3.2447681867792912,
RODOVIAS DO BRASIL HOLDING S.A.,41.508.382/0001-46,2014,,,,,,
ROMI S.A.,56.720.428/0001-63,2014,,,,,,
RUMO S.A.,02.387.241/0001-60,2014,-0.37330008497170025,0.02780031054676195,1.8949592024355995,-31.810342221742417,-43.98445428047069,
SAFIRA HOLDING S.A.,13.522.948/0001-59,2014,,,,,,
SANSUY S.A. INDUSTRIA DE PLASTICOS,14.807.945/0001-24,2014,-0.3270965628071708,2.29710240152436,-1.6684208111197323,-0.15952375881237887,-0.44652084087665866,
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2014,0.043054980814084716,0.8959807630530856,0.4879779115159174,0.3601655994798478,0.13499040932499634,
SAO MARTINHO S.A.,51.466.860/0001-56,2014,0.02903041913808679,1.2007319880813623,1.2400946650018883,0.3687252462772203,0.09012040664696494,
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,60.500.139/0001-26,2014,0.006498405327020898,3.172289003370858,0.8740830105615172,0.07461283672213158,0.011244100950687367,
SCHULZ S.A.,84.693.183/0001-68,2014,0.053354227149198026,2.355659562326123,1.5409853740976347,0.16690094392019672,0.07414772220797512,
SENIOR SOLUTION S.A.,04.065.791/0001-99,2014,0.1417291534300408,3.6037724741738577,0.305477598630857,0.342975972009866,0.3831398838805474,
SER EDUCACIONAL S.A.,04.986.320/0001-13,2014,0.21882923535009363,1.596795190418708,0.5595737347044293,0.647394610087178,0.5675570240038215,
SIDERURGICA J. L. ALIPERTI S.A.,61.156.931/0001-78,2014,0.021768707482993196,0.3346440397350993,0.2803591169475059,0.3113881120961504,0.2227643243886476,
SINQIA S.A.,04.065.791/0001-99,2014,,,,,,
SLC AGRICOLA S.A.,89.096.457/0001-55,2014,0.019739603986877866,1.1589759871572318,0.5611014037587877,0.2500112185671774,0.08705351705286317,
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2014,,,,,,
SONDOTECNICA ENGENHARIA SOLOS S.A.,33.386.210/0001-19,2014,0.09774508948903553,2.715326871219299,0.4179502328968521,0.05479843705327361,0.06408716922392706,
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2014,-0.024437761112473592,219.14285714285714,0.0779232102789478,-inf,-inf,
STATKRAFT ENERGIAS RENOVAVEIS S.A.,00.622.416/0001-41,2014,-0.021799656145959714,0.3556721199227252,0.27482414550401846,0.9369173680876097,-1.7156303737894831,
SUL 116 PARTICIPACOES S.A.,01.957.772/0001-89,2014,-0.8272187423737086,220.80769230769232,0.002119507622075487,-inf,-inf,
SUZANO HOLDING S.A.,60.651.809/0001-05,2014,-0.01348649767394788,1.5762824522990304,0.1529580986941684,-inf,-inf,
SUZANO S.A.,16.404.287/0001-55,2014,-0.00938503552199303,2.2343426967819138,1.7012883596642292,0.33235900683422936,-0.03695676045177508,
