CIK,Ano,LC,CTPT,ML,ME
0000002969,2019.0,2.5362732714591685,0.6834424983715712,0.19733375192007982,
0000002969,2020.0,3.593702155832333,1.053444593453534,0.21303478879441753,
0000002969,2021.0,2.992497588510593,0.9432409876142012,0.20334205172914852,
0000002969,2022.0,1.812828207051763,1.0263390139987827,0.17766525443749703,
0000002969,2023.0,1.3348991221315263,1.1417811903946788,,
0001086222,2009.0,2.3256623270280756,0.20060021095954386,0.386710684688705,1.1049015879800002
0001086222,2010.0,5.914303036148563,0.08039612326386099,0.19212066175682152,0.24081887832836674
0001086222,2011.0,7.561189282441102,0.08776857971014493,0.19627466573399793,
0001086222,2012.0,3.5890886155786816,0.10865291074852691,0.17607450079324113,
0001086222,2013.0,3.9127926859852717,0.1248384156115905,0.0994241275612163,
0001086222,2014.0,3.7799803000499983,0.35860470880222456,,
0001086222,2015.0,3.7696667067741547,0.3419060277268128,0.16365917569049745,
0001086222,2016.0,3.4969539867801425,0.3562792111327174,0.1438632450005643,
0001086222,2017.0,2.8214285714285716,0.3902836329103945,0.045079283797693395,
0001086222,2018.0,2.0941068415283937,0.7111558777640623,,
0001086222,2019.0,3.2186602166914744,0.9155184395228158,,
0001086222,2020.0,2.5449846340530486,0.8262972044289553,,
0001086222,2021.0,2.4298802668721478,0.7966110038512022,,
0001086222,2022.0,2.40522526219122,0.9265120569397657,,
0001086222,2022.0,2.40522526219122,0.9268860564146391,,
0001086222,2022.0,2.40522526219122,0.9337607795872224,,
0001086222,2022.0,2.40522526219122,0.9168537954908814,,
0001086222,2022.0,2.40522526219122,0.9079950448868818,,
0001086222,2022.0,2.40522526219122,0.9083615697123623,,
0001086222,2022.0,2.40522526219122,0.9150988965813642,,
0001086222,2022.0,2.40522526219122,0.8985298107627036,,
0001086222,2022.0,2.40522526219122,0.893505858413089,,
0001086222,2022.0,2.40522526219122,0.8938665344769782,,
0001086222,2022.0,2.40522526219122,0.9004963515243247,,
0001086222,2022.0,2.40522526219122,0.8841916642566018,,
0001086222,2022.0,2.40522526219122,0.9138945960760047,,
0001086222,2022.0,2.40522526219122,0.9142635023373554,,
0001086222,2022.0,2.40522526219122,0.9210446038998047,,
0001086222,2022.0,2.40522526219122,0.904367863121467,,
0001097149,2010.0,4.179781444274743,0.26259904115717664,0.12255004061050292,0.09529466283316806
0001097149,2011.0,2.5980542409041503,0.3229199989404643,,
0001097149,2012.0,3.1186356895699454,0.30103196706788204,,
0001097149,2013.0,3.1064344295018764,0.31259681057463284,,
0001097149,2014.0,3.256314076041445,0.31248015664790485,,
0001097149,2015.0,2.694462440001178,0.36643174050565736,,
0001097149,2016.0,2.6894831162600363,0.4026184737826116,,
0001097149,2017.0,2.324157921802433,0.5454645027252102,,
0001097149,2018.0,1.8819965523868147,0.638177622794002,,
0001097149,2019.0,1.6822548585435184,0.8576434310996613,,
0001097149,2020.0,1.3952448738345853,0.4934708158813061,,
0001097149,2021.0,1.2962489429963864,0.6402371260883415,,
0001097149,2022.0,1.258843847016985,0.6515844856301428,,
0000004904,2009.0,0.8928102121269007,2.6748097412480973,0.1378504672897196,0.24094176851186197
0000004904,2010.0,0.7695612150966554,2.6995301717809426,0.043487605674165354,0.25343888809285
0000004904,2011.0,0.6325820602026925,2.561238406983088,0.12873776131251655,
0000004904,2012.0,0.6725780448483072,2.568090831528516,0.08424222147875543,
0000004904,2013.0,0.7051701570680629,2.5071806030463164,0.09637298951618155,
0000004904,2014.0,0.5620685326973767,2.5451248513674196,,
0000004904,2015.0,0.5728916086375466,2.446844067360843,,
0000004904,2016.0,0.6352811118130133,2.6468701500258667,,
0000004904,2017.0,0.5141997025860505,2.537518455733581,,
0000004904,2018.0,0.47566136342614,2.6084484244602804,,
0000004904,2019.0,0.3959375091027371,2.8458603722455966,,
0000004904,2020.0,0.43836320227265857,2.9165389350344753,,
0000004904,2021.0,0.6284210611023039,2.8950484103917407,,
0000004904,2022.0,0.6465601274077736,2.900428570232784,,
0001053507,2009.0,1.6648331987199805,1.5669425371680097,,
0001053507,2010.0,2.5897951843893803,1.9601787148387921,,
0001053507,2011.0,1.0810424953597464,2.6838142868442025,,
0001053507,2012.0,1.31217473559662,2.9120217984322303,,
0001053507,2013.0,1.0301678925729758,4.720359971874545,,
0001053507,2014.0,0.49125352646950915,4.3702872853833,,
0001053507,2015.0,0.8303699327266257,3.0355424547696903,,
0001053507,2016.0,1.0359235662542474,3.3725730514740397,,
0001053507,2017.0,0.8113132438995263,4.047104061523672,,
0001053507,2018.0,0.5085609501268684,4.892337100129308,0.06216282799640015,
0001053507,2019.0,0.46536800481075863,7.163567670214029,0.24904027545083968,
0001053507,2020.0,0.7948570646970319,10.370831806522535,0.2102344090032954,
0001053507,2021.0,0.41130215168793355,11.969278910493584,,
0001053507,2022.0,0.4357968695484787,9.831670375421721,,
0000820313,2009.0,2.822954573007737,,,
0000820313,2010.0,3.0414662819279683,,,
0000820313,2011.0,3.395370593775052,,,
0000820313,2012.0,3.046564263478122,,,
0000820313,2013.0,1.9613703647108662,,,
0000820313,2014.0,3.35128156082632,,,
0000820313,2015.0,3.817929393097977,,,
0000820313,2016.0,2.1961839530332683,,,
0000820313,2017.0,2.9479549195897174,,,
0000820313,2018.0,1.8649696079631215,,,
0000820313,2019.0,1.9745862052796923,,,
0000820313,2020.0,2.382849455366055,,,
0000820313,2021.0,2.4348003759552124,1.316931132973659,,
0000820313,2022.0,2.4210978662979707,1.1733992816010035,,
0000315293,2009.0,1.1067246835443039,3.258412344301915,0.321537185512856,
0000315293,2010.0,1.1212448837748088,2.505878075384802,0.09607882033987965,
0000315293,2011.0,1.1268168604651163,2.6531319633572665,,
0000315293,2012.0,1.0672312703583062,2.9220561710899253,,
0000315293,2013.0,1.059632729868276,2.707918968692449,,
0000315293,2014.0,1.0538830424936725,3.5216861969258866,,
0000315293,2015.0,1.0677059452850375,3.4394038650507697,,
0000315293,2016.0,1.0521008403361345,3.8507762557077627,,
0000315293,2017.0,1.0722853782830262,4.678158411520838,,
0000315293,2018.0,1.0809265944645006,5.348831606841725,,
0000315293,2019.0,1.0581208657119003,7.690666666666667,,
0000315293,2020.0,1.07176045431079,8.16337625178827,,
0000315293,2021.0,0.9978503643894511,28.99057492931197,,
0000315293,2022.0,1.020535802225943,-62.63327032136106,,
0000320193,2009.0,1.880769629706462,0.9348591549295775,,
0000320193,2010.0,2.0112923462986196,0.5731623108953569,,
0000320193,2011.0,1.6084376117268502,0.5189062194087319,,
0000320193,2012.0,1.4958486845519174,0.48941713898993316,,
0000320193,2013.0,1.6786385084062485,0.6754486074351067,,
0000320193,2014.0,1.0801128483167317,1.0783974468161404,,
0000320193,2015.0,1.1087706239920605,1.433739684135562,,
0000320193,2016.0,1.352669417512594,1.5082924623193943,,
0000320193,2017.0,1.2760628484139107,1.7999060031183092,,
0000320193,2018.0,1.1238426916297297,2.4133013523477094,0.08379124745942111,
0000320193,2019.0,1.540125617208044,2.7410043320661304,,
0000320193,2020.0,1.3636044481554577,3.957039440456695,,
0000320193,2021.0,1.0745531195957954,4.563512442542399,,
0000320193,2022.0,0.8793560286267226,5.961536943479634,,
0000320193,2023.0,0.9880116717592975,4.673462491552152,,
0000006951,2009.0,2.933267919835294,0.34950979673577454,,
0000006951,2010.0,2.3426611807432174,0.45212060912568586,,
0000006951,2011.0,3.7061560486757337,0.5751136363636363,,
0000006951,2012.0,2.2525386313465785,0.6727021423635107,,
0000006951,2013.0,2.30945558739255,0.699068848758465,,
0000006951,2014.0,2.467941905773999,0.6743772241992882,,
0000006951,2015.0,2.438388625592417,1.0107710495205569,,
0000006951,2016.0,2.2998348017621146,1.0213385063045586,,
0000006951,2017.0,3.139246658566221,1.0771205476521553,,
0000006951,2018.0,2.6418387413962634,1.5987717502558854,0.13062849932970585,0.20712088951975396
0000006951,2019.0,2.295030357544412,1.316045775505235,0.086417781751988,0.11857694887107591
0000006951,2020.0,2.9982058757568963,1.1131593874078276,,
0000006951,2021.0,2.5389344262295084,1.1086796766555074,,
0000006951,2022.0,2.158151511044857,1.1917336394948335,,
0000006951,2023.0,2.5972599023331524,0.8795644993577589,,
0001521332,2012.0,1.4285323858977863,3.132622601279318,,
0001521332,2013.0,1.4771443246019518,2.6152524905530745,,
0001521332,2014.0,1.3432759064026742,3.0808764940239044,,
0001521332,2015.0,1.3040488922841864,4.1066666666666665,,
0001521332,2016.0,1.3064127290260366,3.9687630154102456,,
0001521332,2017.0,1.593502824858757,2.6226129130039406,,
0001521332,2018.0,1.2931781266919329,2.5469788956345765,0.026949208193367515,0.05427727123481423
0001521332,2019.0,1.312037493833251,2.4739460591777953,0.06895591000905482,0.1388173016646932
0001521332,2020.0,1.8450321304992585,1.1919038583175205,0.13806826878922393,0.22057247818766262
0001521332,2021.0,2.0052293796054195,1.1316640709236852,0.03143985419198056,0.11249493722154719
0001521332,2022.0,1.6,1.451924168464071,0.0380948077183786,0.11139229065931583
0000875045,2009.0,3.469645090091224,0.3680721623137717,0.19553098832816718,0.5113093407128562
0000875045,2010.0,2.4191665349359406,0.4897706034237709,0.21721631459142043,0.17627478364142207
0000875045,2011.0,3.259352451393324,0.4081577166224755,0.244488461919382,0.41272140239675154
0000875045,2012.0,1.9574988128918438,0.45483193835601776,0.25016314988035676,0.4027077441809876
0000875045,2013.0,1.8113928449353032,0.3761491846748618,0.26864099937971525,
0000875045,2014.0,2.1050864393753046,0.32403698396060326,0.30246099305398105,
0000875045,2015.0,2.5993327384877993,1.0807762888357801,0.3295304632193092,
0000875045,2016.0,2.553349513143659,0.885346908180328,0.32342254210048216,
0000875045,2017.0,2.33753933851909,0.8764509070150958,0.2068698620650323,
0000875045,2018.0,2.3187970381160476,0.9400058283996442,0.3293490622839685,
0000875045,2019.0,1.7233027673835273,1.0413693866538762,0.4095521599120873,
0000875045,2020.0,1.8403880070546736,1.3020943338037252,0.29756184639185995,
0000875045,2021.0,1.8278581731887766,1.1855142159651988,0.14169937259258586,
0000875045,2022.0,2.9916890735761426,0.8333918002074953,0.29949672675801603,
0000012927,2009.0,1.0727427546148465,,0.05299459527400704,
0000012927,2010.0,1.1462635965531855,,0.03483750292260931,0.06646956338102529
0000012927,2011.0,1.206813005766342,21.729160739687057,0.05845639048519677,0.10940568851385757
0000012927,2012.0,1.2740429505135387,,0.047736786702244856,0.09941491835785454
0000012927,2013.0,1.2639164044594646,,0.052930514990245085,
0000012927,2014.0,1.1951443129925772,,0.06000308499151627,
0000012927,2015.0,1.3535269380306276,,0.05385271656574484,
0000012927,2016.0,1.2464195954841026,,0.05176005329329287,
0000012927,2017.0,1.158026622118751,,0.08776983039232482,
0000012927,2018.0,1.0764799607795073,,0.10343429548982962,
0000012927,2019.0,1.050528197961197,,-0.0083073185386434,
0000012927,2020.0,1.393698441796517,-9.293022493994322,-0.20415076171807833,
0000012927,2021.0,1.325324421894819,-10.227215147676512,-0.06746299328902161,
0000012927,2022.0,1.2162195176120463,-9.629666939495058,-0.0740901993754504,
0001075531,2010.0,4.154492665036675,,,
0001075531,2011.0,2.773421547154182,0.46302813003171744,,
0001075531,2012.0,3.887441969288362,0.630700735827148,,
0001075531,2013.0,5.414125616521138,0.5103236320845579,,
0001075531,2014.0,3.8169625743936013,0.7439906222867304,,
0001075531,2015.0,2.468708617323579,0.9806305951393837,,
0001075531,2016.0,1.8895217006510021,1.0173267351938495,,
0001075531,2017.0,2.5829462403955783,1.2599421451684893,,
0001075531,2018.0,2.3648382559774963,1.5824701195219124,,0.15195910516191932
0001075531,2019.0,1.8324636600819977,2.6072813079386483,,0.3859020310633214
0001075531,2020.0,3.5637956204379564,3.470468015532393,,-0.025456150676868745
0001075531,2021.0,2.1045469100224143,2.826642926513435,,0.2661982113524366
0001075531,2022.0,1.8642907717724806,8.116103522645579,,0.3249268578115857
0000908255,2009.0,1.483272796788377,,,
0000908255,2010.0,1.479494361847303,,,
0000908255,2011.0,1.1219691403379868,,,
0000908255,2012.0,1.5425113841931257,,,
0000908255,2013.0,1.7233204015025556,,0.028723918194575444,0.05189445351859946
0000908255,2014.0,1.3701688036159025,,0.07896352843433553,0.15254482185644966
0000908255,2015.0,1.3300386034870402,,0.07599212284375312,
0000908255,2016.0,1.3919112725882015,,0.013063609304376585,
0000908255,2017.0,1.4609929078014185,,,
0000908255,2018.0,1.5859769060819542,,0.045782113149260416,
0000908255,2019.0,1.6470588235294117,,0.07336742722265932,
0000908255,2020.0,1.6186351706036746,,0.04918839153959666,0.11667486473192326
0000908255,2021.0,1.7369668246445498,1.3403857225100748,0.036190861302062276,
0000908255,2022.0,1.5620868744098206,1.31312292358804,0.0597430542370736,
0001590895,2014.0,1.2792670179870216,6.751711493055097,0.06043811388260708,0.2926080939683397
0001590895,2015.0,1.099035096017406,3.8953437249461516,,0.4459454338111923
0001590895,2016.0,0.99718737749902,,0.34454139178548626,0.4216619728430752
0001590895,2017.0,1.1459561122802533,2.7523801059329656,0.02395839003766464,0.06505120887153844
0001590895,2018.0,1.4252331684805446,4.744006964950789,,
0001590895,2019.0,0.8782722246915518,4.0485725307606035,,
0001590895,2020.0,2.579110251450677,6.250199362041467,,
0001590895,2021.0,1.1259203322635454,7.475446428571429,,
0001590895,2022.0,0.787856071964018,8.019391327767304,,
0001596783,2014.0,1.5176600441501105,,,
0001596783,2015.0,1.8483709273182958,,,
0001596783,2016.0,2.0199386503067487,,,
0001596783,2017.0,2.2597014925373133,,,
0001596783,2018.0,2.1499393309065695,,0.5075895567698846,2.8002428658166365
0001596783,2019.0,2.0811092888027436,2.316722169362512,0.019470581566715793,0.07120791293504138
0001596783,2020.0,2.5671742051052395,1.473402787360287,0.07132469379181075,0.20944963319652263
0001596783,2021.0,2.439799331103679,1.2357598978288633,0.1463231615807904,0.2793896948474237
0001596783,2022.0,2.720149253731343,1.1912408759124087,0.10749792874896437,0.23487986743993372
0001596783,2023.0,1.7594771241830065,1.3372370418564303,,
0001374310,2011.0,3.627708608258267,,,0.4525912799982499
0001374310,2012.0,3.8908724832214765,,,
0001374310,2013.0,2.8742485436170413,0.552065430185191,0.9228282891372492,0.6251771291608275
0001374310,2014.0,3.313744654856445,0.5351925683916711,0.33163884275850014,0.6183270693121231
0001374310,2015.0,2.758463180939768,0.48197731518034237,0.33216898213779417,0.5933039005224999
0001374310,2016.0,2.616174882851196,0.45941449176904253,0.1446545117232718,0.26525697817483823
0001374310,2017.0,1.301497005988024,,0.18020725853483469,
0001374310,2018.0,1.147340157744588,,,
0001374310,2019.0,2.1576704545454546,0.5239897484801526,,
0001374310,2020.0,1.1930252036853728,0.9458628206276688,,
0001374310,2021.0,1.3095869323526896,0.8903961384820239,,
0001374310,2022.0,1.0533441646357975,1.019709693244452,,
0001138118,2010.0,1.155410350128375,4.465652956623707,-0.054016831283210984,0.0005644015632806019
0001138118,2011.0,1.3243241932547654,5.038711016508305,0.0348130446531753,0.08303202385719323
0001138118,2012.0,1.3742083973551733,3.9810851143865267,0.048441848980188974,0.11586038222630636
0001138118,2013.0,1.1051801023893404,2.6703492220900578,0.04105325306641085,0.0946395840090626
0001138118,2014.0,1.2256441536023013,2.365535018120832,0.05353672817808957,0.11683586525314373
0001138118,2015.0,1.0622859874048813,3.0445751979981215,0.05039992409594494,0.10593774209386495
0001138118,2016.0,1.1319258350976227,2.5617433414043584,0.043756960228783205,0.0904567914428766
0001138118,2017.0,1.1836221371518751,1.8421223904882036,0.048662778030189154,0.10398288256790757
0001138118,2018.0,1.1638407273002973,1.7103134629748904,0.04982261553935485,0.07216357308367238
0001138118,2019.0,1.1705929245790887,1.5922626062281586,,
0001138118,2020.0,1.2381931759916003,1.4881319396704815,0.042630633018419045,0.05723691597321944
0001138118,2021.0,1.1975913866815127,1.490863773838139,0.06619230220850286,0.07796926378960944
0001138118,2022.0,1.0347836943341624,1.5162667845623092,0.04565196475985043,0.06893038935786357
0001071739,2010.0,0.8583135357780374,1.4444774724506542,0.02238643572262771,0.06411419589122234
0001071739,2011.0,1.1222485801915683,1.3401789588663944,0.021049749691104368,0.025401308930876335
0001071739,2012.0,1.147450901770126,1.8759810546284794,,0.004470089339485893
0001071739,2013.0,1.1546076282725972,1.8523379693219268,0.015368953660521559,0.03174321609885883
0001071739,2014.0,1.0462068965517242,2.2631880733944953,0.016364734299516907,0.03339371980676328
0001071739,2015.0,0.9933866078809589,2.3249884098284657,0.015597539543057997,0.035852372583479786
0001071739,2016.0,0.9700800185550272,2.3991518235793046,0.013839978328859557,0.03787524318467259
0001071739,2017.0,0.9325975139305616,2.1867153284671534,0.01711380265387954,0.03224339630441073
0001071739,2018.0,1.0022554506724584,1.8208298983237152,0.014971055958480271,0.03248719142990219
0001071739,2019.0,1.5715279925765542,2.2549597641622183,0.01769852222028698,0.03247631935047361
0001071739,2020.0,1.0837618716701414,1.6589842082799828,0.0162714304999325,0.03906763263285785
0001071739,2021.0,1.1060353192315155,1.9165142750513156,0.0106920036195647,0.025876712546236764
0001071739,2022.0,1.0584598088813941,2.1878455335245457,0.00831563436114205,0.019862051789383384
0001725057,2018.0,1.0614777826024027,2.364490861618799,-0.08110359698128002,0.06429481525041654
0001725057,2019.0,1.0747397455289616,2.2331190564734635,,
0001725057,2020.0,1.0669530784958203,2.193832809074445,,
0001725057,2021.0,1.1074855020176915,2.217149270482604,,
0001725057,2022.0,1.079519135325907,2.7532947757656205,,
0001043277,2009.0,1.7863576052155827,0.6985350495416243,0.09341404711146721,0.15196146973650201
0001043277,2010.0,1.9203661967815222,0.6574636980635645,0.04629024010753288,0.07656691530591206
0001043277,2011.0,1.8383346717893028,0.7125234486260827,0.022009060280558764,0.03698133223624244
0001043277,2012.0,1.3571392051886966,0.8640502482098843,,
0001043277,2013.0,1.3106377182020834,1.9825970178477936,0.03661412647272723,0.06510473132893387
0001043277,2014.0,1.336069828538068,2.070001862437501,0.01715004757620306,0.03071552923801842
0001043277,2015.0,1.194740842346077,1.7679238558824808,,
0001043277,2016.0,1.0879787703213601,1.9318017215130299,0.03809593350709301,0.06769028747520422
0001043277,2017.0,1.2633964443867491,1.9709618480163003,0.018023014591419306,0.030988163580704692
0001043277,2018.0,1.9207631496878232,1.77565549716097,,
0001043277,2019.0,1.6966924972269315,1.777863568619705,,
0001043277,2020.0,1.5989834388921864,1.7364049676238462,,
0001043277,2021.0,1.44427512264223,2.4759354162895524,,
0001043277,2022.0,1.0801678798814993,3.3996358859247153,,
0001156375,2009.0,1.0268869949107855,0.847106367545723,0.31826920849644436,0.6394107155266266
0001156375,2010.0,1.1268091692462143,0.7436603007961077,0.31642481972758835,0.6320840381020209
0001156375,2011.0,1.1383850569930942,0.8879175946547884,0.5524294336401878,0.6552459915869049
0001156375,2012.0,1.1445469941839856,0.8103748523514059,0.3075207575653606,0.6274960543470802
0001156375,2013.0,1.0469563725279911,1.5654745022406262,0.33266355617614,0.6035146272519838
0001156375,2014.0,1.0244177871094502,2.4526489354075562,0.36212048192771085,0.6107630522088353
0001156375,2015.0,1.0293283004521447,2.2781313558909684,0.3748346759648912,0.6366177708308284
0001156375,2016.0,1.0278824822316257,2.41037427423835,0.4267078326657766,0.6486148197596796
0001156375,2017.0,1.0270094519945088,2.381754254455242,1.11487913957253,0.6653496858451999
0001156375,2018.0,1.014879120772619,1.9873989621312962,0.45533020838167726,0.6326402747482248
0001156375,2019.0,1.0271347913557012,1.8774613550513033,0.43477814297452755,0.5641741988496303
0001156375,2020.0,1.0123132183419332,3.735124373572848,0.4310754361536571,0.5714227209435663
0001156375,2021.0,1.0085000847888757,6.1819462541013825,0.5621681557455701,0.5955604836130243
0001156375,2022.0,1.0101011348161597,5.480064140006771,0.5361198549627445,0.6277244292146472
0001058290,2009.0,3.568727884591592,0.2582047861865228,,
0001058290,2010.0,3.7800963978657522,0.27860572570653475,,
0001058290,2011.0,3.3772746248052212,0.3933953572149564,,
0001058290,2012.0,3.495381644195654,0.3434397327116546,,
0001058290,2013.0,3.4645558092722037,0.33787379654880684,,
0001058290,2014.0,2.6041868080401405,0.5140291914258746,,
0001058290,2015.0,2.9143236172016067,0.40819779911835397,,
0001058290,2016.0,3.5566583953680726,0.32941834451901564,,
0001058290,2017.0,3.2092286016202887,0.42665666885368825,,
0001058290,2018.0,3.124594886568239,0.39294467787114845,0.0472963846742605,
0001058290,2019.0,2.5514582634931275,0.4701506078751588,0.1097539176547697,0.15348864922838587
0001058290,2019.0,2.5514582634931275,0.4701506078751588,0.1097539176547697,0.1536078174343085
0001058290,2019.0,2.5514582634931275,0.4701506078751588,0.1097539176547697,0.15372698564023118
0001058290,2019.0,2.5514582634931275,0.4701506078751588,0.1097539176547697,0.17636894476553655
0001058290,2019.0,2.5514582634931275,0.4701506078751588,0.1097539176547697,0.15402490615503783
0001058290,2020.0,1.9353107344632767,0.5617386489479512,0.08359356233485467,0.16010088878212828
0001058290,2021.0,2.080476055539813,0.4887832541072471,0.1154698222294267,0.18371427027611173
0001058290,2022.0,2.1708993128174483,0.4503209034040133,0.11787111385628989,0.1820568252007412
0000023217,2010.0,1.9448482467341126,1.3828672393834156,,
0000023217,2011.0,1.8344467444486263,1.425119642667234,,
0000023217,2012.0,1.4465216609742944,1.5555580583399031,,
0000023217,2013.0,1.2876841207773497,2.857362662411671,,
0000023217,2014.0,1.6011201937632455,2.6644860701721025,0.3216875,1.1886875
0000023217,2015.0,1.1079995166455199,2.857313300927972,-0.14858823529411766,0.4551764705882353
0000023217,2016.0,1.4123756120676039,2.583961654459285,-0.20515151515151514,0.6347575757575757
0000023217,2017.0,1.1701249636733508,1.5080936153152251,,
0000023217,2018.0,0.8299375053505693,1.8042815951254012,,
0000023217,2019.0,1.275926444506674,1.9974135362782006,,
0000023217,2020.0,0.8778670073614406,1.8223867142367416,,
0000023217,2021.0,0.8172826810235315,1.5861222198835332,,
0000023217,2022.0,0.862140502444015,1.5445338370677197,,
0000023217,2023.0,0.7622672101245299,1.5160356194487685,,
0000026172,2009.0,2.057154605263158,1.271137026239067,,
0000026172,2010.0,1.9291411042944786,1.1576017130620986,,
0000026172,2011.0,1.939021055509981,1.062818645302258,,
0000026172,2012.0,2.2853954081632653,0.8441617446615175,,
0000026172,2013.0,2.5650237529691213,0.9131824234354194,,
0000026172,2014.0,2.2519273812484455,0.9914827719705769,,
0000026172,2015.0,2.089666053115961,0.9970294355927626,,
0000026172,2016.0,1.781965317919075,1.1399272727272727,,
0000026172,2017.0,1.5726616170512595,1.3653395784543325,,
0000026172,2018.0,1.537907268170426,1.4701959716929778,,
0000026172,2019.0,1.499520766773163,1.5015319035566805,,
0000026172,2020.0,1.8779794790844515,1.6912676755147606,,
0000026172,2021.0,1.7375776397515528,1.6885768232239793,,
0000026172,2022.0,1.2653007617546626,2.236657381615599,,
0000064803,2009.0,,,0.0345473601467313,0.08100353727236997
0000064803,2010.0,,,0.03650162445808693,0.07211159053407262
0000064803,2016.0,,,0.08560999515563918,0.0721753433299911
0000064803,2017.0,,,0.0358401212350824,0.06493112873109085
0000064803,2018.0,,,-0.003052744643563797,
0000064803,2019.0,,,0.02583574788921083,
0000064803,2020.0,,,0.026716932260537538,
0000064803,2021.0,,,0.027078747462437224,
0000064803,2022.0,,,0.012866432844291044,
0000064803,2011.0,,,,0.07374416433239962
0000064803,2012.0,,,,0.07293739290035978
0000064803,2013.0,,,,0.07815495302182848
0000064803,2014.0,,,,0.07699096629761708
0000064803,2015.0,,,,0.07532128645051862
0000927066,2009.0,2.1992843913840416,2.357000673515479,,
0000927066,2010.0,2.837527113794092,2.878171593320333,,
0000927066,2011.0,1.9786456869907276,2.8704417173616057,,
0000927066,2012.0,1.4264349852886817,3.058580115472809,,
0000927066,2013.0,1.4103204282286828,2.6612728452859,,
0000927066,2014.0,1.8561239498011157,2.272973494119442,,
0000927066,2015.0,1.8770408371673493,2.5800050505257883,,
0000927066,2016.0,1.4761020528881545,2.77928730066628,,
0000927066,2017.0,2.8753203118397908,2.7826623246892503,,
0000927066,2018.0,1.7223229822121986,3.8011160968634043,0.00483173881971152,0.06416872533568208
0000927066,2019.0,1.5556566381321513,6.474040373880489,0.07121065069356496,0.19831173240956937
0000927066,2020.0,1.2716244578766251,10.185084050923484,0.06697848874396525,0.201294321924637
0000927066,2021.0,1.3206918562304542,19.523960037484713,0.08421267709557194,0.2132738010656353
0000927066,2022.0,1.2044262289450087,20.641464722612962,0.04826917455060313,0.17843952752712472
0000818479,2009.0,2.7393534222910048,0.6445995180407237,,
0000818479,2010.0,3.651979638480273,0.732874448321342,,
0000818479,2011.0,1.3988962438870114,1.553640351565438,,
0000818479,2012.0,1.1975856345254263,1.23278691790367,,
0000818479,2013.0,1.436206452747032,0.9862014719218888,,
0000818479,2014.0,1.8466719298889827,1.0029242499501352,,
0000818479,2015.0,2.514075630252101,0.8825919589392643,inf,
0000818479,2016.0,2.4417639429312583,0.4350590932058218,inf,
0000818479,2017.0,2.0979570455735987,0.5662681559179602,,
0000818479,2018.0,1.8632191848416066,0.6939915252582453,,
0000818479,2019.0,2.0089402310396784,0.6888561610211095,,
0000818479,2020.0,1.3599088838268794,0.8802093819206764,,
0000818479,2021.0,1.548903878583474,0.8284410948036494,,
0000818479,2022.0,1.617948717948718,1.005247966413015,,
0001093557,2011.0,7.0829658774845665,,-1.9590419283999796,-1.6874265869975997
