CIK,Ano,LC,CTPT,ML,ME
0000320193,2015,1.1087706239920605,1.433739684135562,0.23501314697248643,4.560751997551463
0000320193,2016,1.352669417512594,1.5082924623193943,0.4428916031703488,12.409158785465406
0000320193,2017,1.2760628484139107,1.7999060031183092,0.21426644867188566,3.2419175993047253
0000320193,2018,1.1238426916297297,2.4133013523477094,0.49214479404295614,8.463340937459648
0000789019,2008,,,0.2780206837579258,5.771849437730918
0000789019,2009,,,0.2770195436964337,6.063095298948696
0000789019,2010,2.1293456228247982,,0.6734333049571083,11.773033855019317
0001045810,2008,,,-0.008771455992786857,5.060582056078805
0001045810,2009,,,-0.020438335820974044,4.937623799581836
0001045810,2010,"Ano
2010    3.162799
2010    3.162799
2010    3.162799
2010    3.162799
Name: LC, dtype: float64",,0.0714433880872371,4.627451063398648
0001045810,2011,3.42315860491661,,0.14534771744377714,4.189963556140302
0001045810,2012,4.199499332227907,,0.13142876234270737,4.00539629485727
0001045810,2013,4.891564734696888,,0.10653093026375236,4.150847593871621
0001045810,2014,5.948952718996167,,0.13469743823943872,3.629528055816215
0001045810,2015,6.376116071428571,0.629923042100498,0.12255489021956088,3.443996606786427
0001045810,2016,2.5746490854955337,0.6296710673528754,0.2410998552821997,2.495287120115774
0001045810,2017,4.774049217002237,0.7025338424158278,0.6660835337852613,4.030053356658649
0001045810,2019,7.943566591422122,0.4228216655962321,0.2559992672650669,1.8592630518409965
0001045810,2020,7.673766816143497,0.4187971156997706,0.25979010494752625,1.1599060869565216
0001045810,2021,,,0.3623393029649996,0.7812823809169949
0001403161,2007,,,0.12837298419287882,11.025546862525946
0001403161,2008,,,0.3404717117638547,10.37968456084503
0001403161,2009,2.080369203061684,0.391909957307344,0.3892857142857143,37.775510204081634
0001403161,2012,1.4817701785265276,,0.4228222109016811,6.167515707250806
0001403161,2013,1.8043829296424452,,0.4281215556605259,6.120374744134782
0001403161,2014,1.592074592074592,,0.4559077809798271,5.633933717579251
0001403161,2015,2.026795682917752,,0.39722848428590374,5.275560270521151
0001403161,2016,1.7788963460104399,,0.3649090314849112,4.269800631877111
0001403161,2017,1.9034420652391435,,0.49983017128439033,4.010189722936581
0001403161,2018,1.6113224237063246,,0.5257431344387866,3.632153893023458
0001730168,2016,,,0.0577434162841266,6.592172022227591
0001730168,2017,,,0.40814917127071826,1.4980875478113047
0001730168,2018,3.895209580838323,0.8803316202123269,0.3884414664003608,1.8450486437729527
0000354950,2008,,,0.031702390304118505,4.907754460778813
0000909832,2008,,,0.015103195138094952,7.595011733557976
0000909832,2009,,,0.01547995958235096,3.37988548332772
0000909832,2010,1.1634701381297823,1.1898605596084588,0.017044831075726356,3.0595837549836014
0000909832,2011,1.1374273858921162,1.1821363106148974,0.016231958542121717,2.6882307593472956
0000909832,2012,1.1032626427406198,1.1829140037213817,0.018986114343340316,2.435012799627647
0000909832,2013,1.1948404616429056,1.778916274346903,0.01820321985670989,2.3283438221200634
0000909832,2014,1.2203719122953094,1.6669917906201739,0.01957850860883627,2.172297793958681
0000909832,2015,1.045888754534462,2.1283790147876047,0.019689773085811255,2.143371223426481
0000909832,2016,0.9770786516853932,1.7245632916632172,0.019670940805650444,2.073782530488308
0000909832,2017,0.9898256644755644,2.344405269994433,0.01391395908543923,1.1813609356197352
0000909832,2018,1.0182174043962662,2.1663411204000314,0.02258632770803455,1.6469224573191097
0000909832,2019,1.0106726341610364,1.956045397887555,0.022655177169721936,1.5092077883917703
0000909832,2020,1.1318628240218966,2.0154780135637718,0.03692153790403667,1.2848531866135182
