DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,indice
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,87.456.562/0001-22,1.615372299939634,2.115890226202403,1.9307246974631511,2.1561627658523475,2.1967189463905132,2.1518261304869823,2.269252012961508,2.1608649545852736,2.4315026868269753,2.5993230503205393,2.8509082355770845,CTPT
JSL S.A.,52.548.435/0001-79,3.1932014743333967,3.962764022995416,5.027923545225979,5.296217490380958,8.306427538100031,7.56227394771021,8.94596790790618,4.903842113663612,3.205121139677876,3.302982063404096,3.4625944968650297,CTPT
KARSTEN S.A.,82.640.558/0001-04,10.149833640388264,-258.3686943620178,-5.655809326066269,-3.538482789581373,-2.620595752812746,-2.7742184948219877,-2.51701407173085,-2.585011628845406,-3.915680712916386,-5.996760081819132,-5.158710509348807,CTPT
KEPLER WEBER S.A.,91.983.056/0001-69,0.33348910967589174,0.24608741986695304,0.06464837838581486,0.017673324351496454,0.020740020304914984,0.012341822308079266,0.019062411427923587,0.022807798298615272,0.047649864483986316,0.06839026926326279,0.26233529224638774,CTPT
KLABIN S.A.,89.637.490/0001-45,1.5475357416202893,1.715176553642196,1.8310693870102874,3.7551635359487627,3.0728245818226068,3.18543751713228,3.6192405401260443,4.6267142305737075,7.998338715667119,6.065493256635342,3.7371409377326223,CTPT
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,,,,,,,,0.552330822694623,0.06861477961712054,0.04799033725394332,0.012644118628546263,CTPT
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,1.7722156507665958,2.0743307525752903,1.9253290840734907,1.5530761849774692,1.7398558937455337,2.4612556114160475,2.5644355699236905,1.974354258038319,1.8383113933892525,1.8164829350841332,1.1657768620912996,CTPT
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,,,,,,,2.7275033967947353,3.320401209061166,0.3984788708152997,0.2568119422186758,0.27691113643362897,CTPT
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2.4677936972469974,2.5035704654549376,3.348459542864894,21.854944372574387,8.041361953952183,-3.548620046074747,-3.509570227712222,4.393705806068906,4.498045555652909,3.279682148420079,1.8208229679936585,CTPT
LOJAS RENNER S.A.,92.754.738/0001-62,1.440134397093322,1.8129794482247816,1.3505471985718505,1.076977501367435,0.9986350859148755,0.915723111229411,0.7653799002253628,1.0112712753904995,1.1710737939794769,0.8248550647567597,0.630407984523443,CTPT
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,0.3209678623573135,0.3778805323934123,0.36323879374600343,0.3722110496657874,0.31112311548396415,0.22008825878506247,0.3395146177265342,0.34249827629146407,0.464210734131379,0.512216081025123,0.6790455289465757,CTPT
MAGAZINE LUIZA S.A.,47.960.950/0001-21,5.66076182807569,5.743797607581797,5.968325983773975,8.503969384493518,8.762927414710113,2.558182660656314,2.791063072545934,1.460273892565133,2.043816576743,2.0425393991118734,2.1177324821121375,CTPT
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,0.5927617339223767,0.6519276453330309,0.760763981036937,0.7382868143638136,0.8133096637648426,0.5727346927931705,0.6356476156772538,0.7244440966772377,0.9969539065073341,0.6382813206166299,0.8831492229801486,CTPT
MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,23.24616742031543,-4.903878828628281,-3.6287211441303726,-2.3378899827531825,-2.266832067832654,-2.0839693215042154,-2.0058798489529694,-2.037916111311968,-2.052163868743342,-3.4279277486327486,112.47211072664359,CTPT
MANUFATURA DE BRINQUEDOS ESTRELA S.A.,61.082.004/0001-50,-2.248556077590043,-1.9971422959456806,-1.9727934830656535,-1.83855754717553,-1.4494708435159538,-1.39980458625957,-1.313165779531986,-1.2804664235635848,-1.2943383093838141,-1.292640413040295,-1.2724093292323697,CTPT
MARCOPOLO S.A.,88.611.835/0001-29,0.8369175144719888,1.0378614364046082,0.9773880616491692,1.060434279587656,0.8577261383493546,0.802886501728225,0.8011458863165654,0.6442390065447978,0.6424524246958625,0.742795967648937,0.8049557846738121,CTPT
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,2.621038544953393,3.0220280022684913,6.025076466688679,25.24794405977073,17.873856186080985,6.596859728521918,30.888610230093963,36.834487887287516,14.633454575313324,11.086301992381768,7.762522217793625,CTPT
MARISA LOJAS S.A.,61.189.288/0001-89,1.1432357858002846,1.123210542565119,1.2654198799527285,1.2598831831040045,1.37950211340838,1.3720947438622817,1.633179650614029,1.4656015537962515,1.858945704454882,1.884513028201424,3.6077778894938746,CTPT
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,,,,,,,,0.26274021177489876,0.033461216619839196,0.04536017316017316,0.0721680854256816,CTPT
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,1.1671018574474636,1.3857872107441345,2.4010028441739375,-313.45093008338677,5.063488631859618,10.69080469769465,20.428688719972456,16.89657298916395,-16.251872462024366,-6.315537761799711,-3.216433982883314,CTPT
METALURGICA GERDAU S.A.,92.690.783/0001-09,0.3274960879274369,0.2748742478687196,0.263041384968635,0.1733914804958607,0.14056765457590384,0.0837172199913278,0.07696507309548223,0.0024583254028755757,0.022517773387915035,0.0002925653798493068,0.0019105956449940475,CTPT
METALURGICA RIOSULENSE S.A.,85.778.074/0001-06,27.205048784265138,412.74107142857144,23.742098946526202,-4.3215009565662115,-3.4332773600058406,-7.230667464642329,-9.732302440004016,-73.68972105464272,-30.077364947445613,2.5591087450950987,1.3202429800708808,CTPT
METISA METALURGICA TIMBOENSE S.A.,86.375.425/0001-09,0.46683329127401496,0.9050288399049472,1.119032615987501,1.051482570357379,0.49853538013374715,0.23704557349326938,0.21392088282354058,0.27870612781219295,0.27704945607043635,0.48109104091336946,0.3832264800436926,CTPT
MINERVA S.A.,67.620.377/0001-14,4.384297416240961,9.536949438798436,12.441289935328163,-23.42224704415092,15.063151263006052,143.40488484319823,-43.21679164701741,-48.95202405720332,19.666786894456667,31.040073012898027,39.98475419669,CTPT
MINUPAR PARTICIPACOES S.A.,90.076.886/0001-40,-1.1422893177909421,-1.1138014430570955,-1.090941307850482,-1.0947997905586022,-1.06931533802917,-1.0633140623505133,-1.045640845971182,-1.037337761568084,-1.0401716847969436,-1.0553563274553772,-1.0511122163617466,CTPT
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,,,,,,,1.7705281176055983,1.7461955405255922,0.06424500518657769,0.058161994715582956,0.3592754703017835,CTPT
MOBLY S.A.,31.553.627/0001-01,,,,,,,,-1.0003448275862068,-1.2227331052181352,0.013273576749861895,0.03577300924647459,CTPT
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,2.5295236592319945,2.846871331713769,3.3156198356994055,3.276700866201329,5.634388873100704,5.642559949892627,11.283879232333204,26.35743755986149,0.8452504307474551,0.9039991959918706,0.5092452732794636,CTPT
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,,,0.0043909384535997095,0.029673160987754393,0.12150630745464244,0.44425609414401795,0.9195016764706946,1.1340452559953307,1.2254137907643259,1.4518671494231037,3.4901651796178905,CTPT
MPM CORPÓREOS S.A.,26.659.061/0001-59,,,,,,,,0.41724889189392234,0.11645352212135175,0.4100638377769433,0.9120626772929893,CTPT
MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,1.2708664934253253,1.0775995609071822,1.0409374823382274,1.0144829544431355,0.9912834949512214,1.227724323058262,1.5328317256764739,1.6765624967728743,1.4725202883455946,1.4378702429453427,1.5665594669909255,CTPT
MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,,,,,,0.8674173400671443,,,1.5377758676688178,0.6364621952673675,0.7936327300303386,CTPT
MUNDIAL S.A. - PRODUTOS DE CONSUMO,88.610.191/0001-54,25.610959162501178,23.865134728491313,106.13645405118685,-42.745875365324785,-16.40834008498818,-8.047214400643604,-8.514656747004054,-7.858009909165979,-7.760980686035173,-2.561811906172696,6.273822894713596,CTPT
MÉLIUZ S.A.,14.110.585/0001-07,,,,,,,,0.6516117760111819,0.05539348749197481,0.2500162024898808,0.19070106909986065,CTPT
NATURA &CO HOLDING S.A.,32.785.497/0001-97,,,,,,,,0.916296810708003,0.020770326271864824,0.01000403915563781,0.008214444321953595,CTPT
NATURA COSMETICOS S.A.,71.673.990/0001-77,2.4169088642795016,3.398223870213689,4.03109726795408,5.970150342447767,5.359816737506084,6.218188024316928,3.851506272867198,2.8681949386870604,1.704354229045293,1.3467112777245598,2.0228884836454686,CTPT
NEOENERGIA S.A.,01.083.200/0001-18,0.024235498784986587,0.016331996243244384,0.049849149925352935,0.21152846236512976,0.30125855375260735,0.14084603756521183,0.08559325879776933,0.10747994756646406,0.15198071286754278,0.27613693572747106,0.24481296664540578,CTPT
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,51.128.999/0001-90,1.2051871608571691,1.4351827845475758,1.8195294751838589,15.172383972326319,-5.770181365576103,-3.426642230153371,-3.2849810413391287,3.3742498636115656,3.0551558752997603,2.575019604426244,2.15780068289881,CTPT
OCEÂNICA ENGENHARIA E CONSULTORIA S.A.,29.980.141/0001-08,,,,,,,,,,8.401063058709834,9.676387006075212,CTPT
ODONTOPREV S.A.,58.119.199/0001-51,0.4037767870025271,0.5204752082449924,0.6936077753376011,0.8119879926703724,0.9232267599033991,0.4756174437471432,0.5295759623769777,0.5372969276520315,0.5470069759182353,0.6677642309939739,0.6638719969193326,CTPT
OMEGA ENERGIA S.A.,42.500.384/0001-51,,,,,,,,,,0.0001228447309944223,0.007101024094327257,CTPT
OSX BRASIL S.A.,09.112.685/0001-32,0.008263062710727315,0.057117716268045134,-1.445486800688606,-1.181769959689181,-1.045021790744898,-1.0382125064715801,-1.0399104710178744,-1.0363892925149372,-1.0310934784631505,-1.0295320497430498,-1.0242256661207618,CTPT
PADTEC HOLDING S.A.,02.365.069/0001-44,0.12882156636937536,0.09482367936552896,0.19261742045009358,-1.0843840042637531,-2.8192032686414707,8.7285595337219,2.7132756675441896,1.8705580989753652,0.2863452801615346,0.21442763972977397,0.17544351004945496,CTPT
PBG S/A,83.475.913/0001-91,4.78325820687702,3.968006088121387,3.972592405276689,5.129931074937674,4.454203851573508,3.5848313266537564,3.620654611331426,3.9733447581742016,3.640319967015687,4.524836017701103,3.63884370398274,CTPT
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,18.328.118/0001-09,,,,,,,,6.049329447635332,2.6772314811397178,0.9155773804380943,0.929921785184171,CTPT
PETRO RIO S.A.,10.629.105/0001-68,0.034302286973984915,0.05803596595073003,0.17187120516363133,0.04957307967903031,0.0706394038496581,0.13427226336836404,0.045864477903746884,,,,,CTPT
PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,0.6449834118597462,0.8187323799058419,1.060576723825312,1.7426814953814023,1.7258442233145506,1.7420307972043867,2.0290089277662546,2.820512213195462,2.82153626665802,2.2225730580462604,2.4979343287533715,CTPT
PETRORECÔNCAVO S.A.,03.342.704/0001-30,,,,,,,,,0.1081263339168901,0.11056232647171485,0.25527240242886634,CTPT
PETTENATI S.A. INDUSTRIA TEXTIL,88.613.658/0001-10,0.9645657500751209,1.008303439301387,0.8425406682893044,0.8392104057169679,0.9283817650377887,0.7207821615997361,0.5497597884911211,0.48765853093563016,0.440603246543469,0.4440598282350587,0.5133226899905188,CTPT
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,,,,,,,,,2.1679252989432705,2.30283887806631,1.2664856326602247,CTPT
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,51.928.174/0001-50,0.006996276405129021,0.012677876776420589,0.01986365140311324,0.09584607085056644,-1.0001728757887458,-1.0001322694718169,-1.0000447205452019,-1.0007340415218204,-1.166307289024184,-1.0237858248299865,-1.0445973365445569,CTPT
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,1.6395664591770411,1.823853077456762,1.4751648112162432,2.2295769394252205,2.1793203336641365,2.3500567761046653,2.302273129138097,2.357268359695194,1.5620678452394232,1.8423475740102455,1.8371111999346716,CTPT
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,,,,,1.178849256139093,2.2064867647689734,1.7560947693716378,1.7542379722311914,0.40957609432532666,0.49195914091147197,1.1400728217259213,CTPT
PRIO S.A.,10.629.105/0001-68,,,,,,,,0.05931733524553883,0.17517475481000275,0.03760946151723296,0.024338009123922855,CTPT
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,23.892980437284233,18.580496780128794,17.638454461821528,17.072727272727274,16.587272727272726,15.790909090909091,14.875454545454545,-20.077691453940066,-25.656477438136825,-45.026315789473685,-122.20289855072464,CTPT
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,1.3079402927622081,1.5097153942506638,1.3899391885908563,1.7590628583747787,1.6622531477450604,1.6698546248183481,1.426479934117435,1.6551513389977623,1.7665742160172184,1.9361357923522424,2.0464805619413373,CTPT
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,0.0010650816462446733,0.0006777889747322062,0.15488898095929232,0.20672513003492726,0.017004036811064643,0.003566698142503153,0.0004667671553918402,0.8172489219160983,0.795572210443272,1.9607775941453816,1.7944691596420217,CTPT
QUALITY SOFTWARE S.A.,35.791.391/0001-94,3.8911740237412014,3.5726193806039817,0.5790098059061402,2.3050066060058354,0.9881248725049381,1.3090444809043387,1.2255400336591598,1.2737365235194276,1.0482706512855335,0.803971527203186,2.1015531994944157,CTPT
RAIA DROGASIL S.A.,61.585.865/0001-51,0.4749178573904504,0.5531239377339671,0.6481045301527878,0.7603630331584409,0.9150728214814349,0.9719911137674231,1.05199869594672,2.0002054651748953,2.104189289972373,2.087247654977165,2.1214942456854344,CTPT
RAIZEN ENERGIA S.A.,08.070.508/0001-78,,1.1781173297305354,1.3721489428338498,1.91893667044072,1.2182835690066005,0.9437627828203157,1.052076585326664,1.4417480060553336,3.5363921542419887,4.105652658109138,2.3880853418358963,CTPT
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,0.9479100340563243,1.565260570400411,1.2982351729027617,1.8817841549541114,1.427397663529247,1.4391335827789,1.732251825429251,1.5524204983740453,1.4622680629898646,1.2729901647436195,1.379463815663636,CTPT
RECRUSUL S.A.,91.333.666/0001-17,16.17396657871592,-3.1648036253776435,-1.3883317025440314,-1.3019098996973715,-1.5601930385156548,-1.3317808316214492,-1.677596441622435,-1.5967046576888708,-1.7016351216967445,-2.6035484185864894,-11.003614675582867,CTPT
REDE ENERGIA PARTICIPAÇÕES S.A.,61.584.140/0001-49,-5.4936365057569985,-4.5662540848930195,0.8114540174012249,0.6071020456635752,0.49304156152881073,0.3998026340226419,0.2797934076564881,0.3738098012010549,0.2447756862094701,0.2817957742405119,0.28798423501217224,CTPT
REFINARIA DE PETROLEOS MANGUINHOS S.A.,33.412.081/0001-96,-1.5450844873197185,-1.2636676337230512,-1.2504236510723907,-1.214107077452867,-1.2856747591182254,-1.4909420839272536,-1.7107458781942255,-1.9031414789851508,-2.025484917607391,-2.177045507876136,-2.120921165396587,CTPT
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,3.6771563844360595,5.338820530229758,0.745275921656112,0.6948506440639457,0.7842394960807537,0.7195227568664264,0.6654270032477145,,,,,CTPT
RIO ENERGY PARTICIPAÇÕES S.A.,38.126.888/0001-86,,,,,,,,,0.12804712279111916,0.4365111312010171,0.47721994717155064,CTPT
RIO PARANAPANEMA ENERGIA S.A.,02.998.301/0001-81,0.6917040113407853,0.86124988135866,1.0560081858570385,1.2944462239295478,1.4728220507136618,1.64953541689669,1.7203992121906224,1.8285391318141575,1.9717394169930702,1.0731743116188175,0.9847511129443496,CTPT
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,0.7338303749058389,0.8527619743674257,0.6119998554669621,0.36151505895289876,0.33648974857144415,0.20917248099785618,0.29458035849237524,0.6554897282990348,0.8648783843943503,1.0218198714970117,1.1657452952242855,CTPT
RODOVIAS DO BRASIL HOLDING S.A.,41.508.382/0001-46,,,,,,,,,,6.422048197717382,32.20629667345553,CTPT
ROMI S.A.,56.720.428/0001-63,,,,,,,0.5728120325815365,0.5949141933541445,0.9464614521717633,0.841256197523482,0.792047950512612,CTPT
RUMO S.A.,02.387.241/0001-60,1.1002115255243654,1.037661231373268,1.8949592024355995,1.488649984208162,0.8032370004227806,0.3959654052268863,0.3983302608305722,0.6267879921517457,0.44201068821483963,0.5362263094777769,0.543395508271944,CTPT
SAFIRA HOLDING S.A.,13.522.948/0001-59,,,,,,,,,,0.22913135444828892,0.5464764425012943,CTPT
SANSUY S.A. INDUSTRIA DE PLASTICOS,14.807.945/0001-24,-2.0346079577462497,-1.8874331643589517,-1.6684208111197323,-1.517245519224001,-1.4081897750687973,-1.3152313660603485,-1.2618997278176138,-1.2224002847549174,-1.2077982031202485,-1.2165223441567319,-1.176527999531347,CTPT
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,0.5366348625649334,0.4811567098466887,0.4879779115159174,0.4123788922540786,0.3085379935096161,0.9310906057919177,0.9787007494443106,1.1332336082059533,0.8561374397413707,0.9898213629306135,0.9008716684114688,CTPT
SAO MARTINHO S.A.,51.466.860/0001-56,0.8931938807059691,1.1558894362941936,1.2400946650018883,1.7144462049207116,1.7623866045654584,1.2845688915529543,1.4697588740871337,1.7224882852011643,2.4562279109181766,1.9780070130128788,2.185978931732609,CTPT
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,60.500.139/0001-26,0.43020136309713036,0.40131591705029807,0.8740830105615172,0.2496501389911038,0.0521591144763756,0.09524384984669046,0.3618017302697964,-1.2587953230598168,-1.1909373773102367,-1.1530557632442466,-1.2102084136288591,CTPT
SCHULZ S.A.,84.693.183/0001-68,1.7188026459810593,1.6719233052985467,1.5409853740976347,1.28478897879853,1.0505617485573175,1.1634906690531122,1.281580008359441,1.1140943168935382,1.227765983814132,1.1971653782522695,0.98875652655155,CTPT
SENIOR SOLUTION S.A.,04.065.791/0001-99,1.3393898361397683,0.24740211460345415,0.305477598630857,0.3317083352413067,,0.6748581480550743,,,,,,CTPT
SER EDUCACIONAL S.A.,04.986.320/0001-13,0.8745593373883784,0.8133886912173269,0.5595737347044293,0.8006544881166034,0.6322022306397307,0.39599307871306494,0.3771185201656803,0.43448545191090787,0.662054403580264,0.5165661137452096,0.9695013700666892,CTPT
SIDERURGICA J. L. ALIPERTI S.A.,61.156.931/0001-78,0.31063872902650563,0.2875201388028256,0.2803591169475059,0.2507663303927353,0.2599546066329163,0.3189108648174229,0.36951334028274335,0.3894937409430622,0.41032719875498525,0.6037167015026793,0.614055388413176,CTPT
SINQIA S.A.,04.065.791/0001-99,,,,,0.7778616065709121,,0.48473345049794964,0.2925826436224827,0.2505992726070425,0.4771988822718451,0.736053488665336,CTPT
SLC AGRICOLA S.A.,89.096.457/0001-55,0.4516096732900061,0.6035391489414664,0.5611014037587877,1.062594867498327,0.9465829741313364,0.8774267377951368,0.9767305270482894,1.5369254674779158,2.1768268648361317,2.6767981711032958,2.2751286912642588,CTPT
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,,,,,1.3717421813547934,3.419180929658661,1.5373167447257206,1.2232665551415518,1.0717637940000064,0.799382464025402,0.8956438799480029,CTPT
SONDOTECNICA ENGENHARIA SOLOS S.A.,33.386.210/0001-19,0.5334582644713822,0.3473447591709232,0.4179502328968521,0.414534930460648,0.4028969576625771,0.41084820957008555,0.3249863908546543,0.42353714407221976,0.39997999742824075,0.4601613908180478,0.5703796903866981,CTPT
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,0.03627304648490771,0.037232857004257505,0.0779232102789478,0.10729059429106223,0.06382045006724424,0.06466337308080769,0.06695410409632298,0.02690776027566193,0.04099396969291376,0.04989696508928851,0.14743933388086228,CTPT
STATKRAFT ENERGIAS RENOVAVEIS S.A.,00.622.416/0001-41,0.2813538868719786,0.33837983266461386,0.27482414550401846,0.18168964115928193,0.08906899897279394,0.09997433890606756,0.3236150937547163,0.3091288563828747,0.7377183321411405,0.40405284571127914,0.19666389302784604,CTPT
SUL 116 PARTICIPACOES S.A.,01.957.772/0001-89,0.00015248551387618176,0.00015342129487572875,0.002119507622075487,0.0006069013351829374,0.0005068423720223011,0.0026995107136831447,0.004198612632347572,0.0034818105414815706,0.0003876970793486689,0.005209761447765287,0.0016275600162756001,CTPT
SUZANO HOLDING S.A.,60.651.809/0001-05,0.5136874244397653,0.14545749909278488,0.1529580986941684,0.047420952687778996,0.04996307181371468,0.03937473891197546,0.010620772630355959,0.009166369721037345,0.003971599799541951,0.060472263378281516,0.0006820554013689208,CTPT
SUZANO S.A.,16.404.287/0001-55,1.2809612874949623,1.5132799968261212,1.7012883596642292,2.0456164387585356,1.8534479342128067,1.434255780251075,3.4754497728814178,4.673315758461617,13.79537300558559,7.154013537358412,2.9871473461566476,CTPT
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,0.5827386495925495,0.6774609287289571,0.7006523188650294,1.487181105402275,0.7685035012067691,0.8924713235225934,0.9005951350218276,1.2138056057116702,1.9418166509882593,3.2110158374897173,3.6597171782386857,CTPT
TAURUS ARMAS S.A.,92.781.335/0001-02,3.114991574982654,5.078620207818183,14.117509354312578,-15.777064342271608,-5.711665435337782,-2.5787239490334275,-3.032088912259837,-3.9332843106680104,29.881307814237385,1.5583695596178309,1.0722952146537257,CTPT
TC S.A.,26.345.998/0001-50,,,,,,,,,,0.04940876794447588,0.07240645819404659,CTPT
TECHNOS S.A.,09.295.063/0001-97,0.03071233790438075,0.01221008948490239,0.03257974980622756,0.008324940675072293,0.00013799854670280503,0.00016381075546933937,7.515761625809555e-05,0.0002989970535727245,0.0009642896662925434,0.06185451075030242,0.02381167676402327,CTPT
TECNISA S.A.,08.065.557/0001-12,0.7930484667168712,1.0637383799551128,0.8622851990903341,0.47788002139344804,0.5239293274481764,0.841423901946598,1.2368003481824694,0.9640928590793831,1.2004375329535537,1.5065370716426458,1.5730653051676617,CTPT
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,1.045964760036221,1.2439607511082333,1.8202139205792922,1.3475830885995572,1.1358547711536564,0.8017138808304701,0.62414631729332,0.6454348011316706,0.6090051755906785,0.48739595789251017,0.4098832011422769,CTPT
TEGRA INCORPORADORA S.A.,30.213.493/0001-09,,,,,,,,,0.20947119077870244,0.17012100646862566,0.15930600167514689,CTPT
TEKNO S.A. - INDUSTRIA E COMERCIO,33.467.572/0001-34,0.08894212504637058,0.09102551339023088,0.11516064117042883,0.11155547742521461,0.14984766391416007,0.16904143954589332,0.21178370583994233,0.24576084805032,0.2591680364673322,0.39209926009478197,0.32786371276937315,CTPT
TELEFÔNICA BRASIL S.A,02.558.157/0001-62,0.2887421129998532,0.622940076945167,0.627073936106253,0.42302201684005314,0.4724292076159957,0.47079118435893524,0.43050591948189665,0.5340215930099956,0.5601412825933075,0.6483777642106513,0.7045025462058069,CTPT
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,,,,,,,,,,0.16279393848841486,0.14632144683904755,CTPT
TIM S.A.,02.421.421/0001-11,,,,,,,0.6185331773644509,0.8068602712739633,0.7967853677379447,0.984266366661295,1.0838856708166378,CTPT
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,0.9815185479601771,1.0287881899084428,1.0271933744761674,1.0017408925844145,0.9239681232281267,0.8225293222484745,0.8437194065159364,1.06130882246978,1.0646659820667572,1.0689132108935615,1.2861238668248693,CTPT
TREVISA INVESTIMENTOS S.A.,92.660.570/0001-26,0.21166191371882775,0.19442372580358727,0.17554633728071192,0.16931005423626266,0.15280522728189408,0.14177658249124958,0.17658139335762466,0.24840368312493216,0.18695693688532417,0.19380035672550588,0.18997996745887685,CTPT
TRISUL S.A.,08.811.643/0001-27,1.0827180673348753,0.5966747728245966,0.3336611446076997,0.41837644959857273,0.5726435714654068,0.3455690067072692,0.4969140150616751,0.36689615577829343,0.6133676012836701,0.5143669053848768,0.5788681016073725,CTPT
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,,,,,,,,,2.2597510012188753,0.9656213107716524,1.1496004935789301,CTPT
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,0.23449781659388647,0.21769774430963015,0.3376605197808066,0.29373831822784685,0.3020450097285756,0.2592987514296607,0.2507327782513751,0.4135289486509791,0.3034921897042604,0.686317282648214,0.42983701756988746,CTPT
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,,,,,,,,,2.86652933715813,0.6654365838246366,0.823021556763738,CTPT
UNIPAR CARBOCLORO S.A.,33.958.695/0001-78,0.5645972624822169,1.1740502107049147,1.092462059289199,1.0128236279697251,1.0005777685745663,1.2264278325806697,1.0418413084777962,0.7846431866334749,0.7413222091272673,1.1755636172344384,1.3994952973240746,CTPT
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,0.7862709350776043,0.7548743686238579,0.7265928908619216,1.0140378334575535,0.824838021415896,0.6906770663374664,0.713064244136776,0.7094941881334772,0.7933125254834953,0.5925257944668193,0.5609296038332932,CTPT
VALE S.A.,33.592.510/0001-54,0.5779174488521716,0.7531204235519782,0.9230960941260242,1.3298236385199027,1.2819060166862093,1.0063085528442635,0.9062982926096456,1.1874741748683895,1.4174449804431277,1.3798277573634508,1.2929368506562915,CTPT
VALID SOLUÇÕES S.A.,33.113.309/0001-47,0.7232563630722276,0.67023018749885,0.6528233323907268,0.36747435623163277,0.537437252796667,0.42954195143825186,0.462015396843759,0.4980575411902281,0.6781700251581084,0.8773550131712323,0.7154821198882599,CTPT
VESTE S.A. ESTILO,49.669.856/0001-43,,,,,,,,0.878249443328131,6.7850687069227105,-3.8828630117258265,0.7018473550328316,CTPT
VITTIA S.A.,45.365.558/0001-09,,,,,,,,1.0774482241589354,1.102166165886381,0.6022412170770499,0.4917957286192896,CTPT
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2.341967593103226,3.120238238127832,13.285338601807478,-6.068338819351206,-2.3348518333876354,-9.870414165302286,,,,,,CTPT
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,,,,,,,12.015180430256766,-3.584204837687749,-1.9839278800464608,-1.385628522116279,-1.5831300622752777,CTPT
VULCABRAS S.A.,50.926.955/0001-42,9.473128074330479,1.141841098356966,4.304773340351339,9.662224225860077,1.834304858918992,0.008817851942706912,0.007585304124050907,0.002090810918209096,0.17710327639505882,0.154147443521373,0.07818576583651185,CTPT
WEG S.A.,84.429.695/0001-11,0.023142345645657553,0.024246276470170074,0.024454625191713052,0.030805323267068918,0.037921311099312176,0.026064265549122247,0.02365225813861421,0.0182450950397528,0.012959254667731542,0.015820099873788778,0.026516443267331973,CTPT
WETZEL S.A.,84.683.671/0001-94,,,,,,,-2.0616248153618906,-1.837487221574302,-2.007843799909516,-5.6752858033672835,-33.7854181906852,CTPT
WETZEL S.A. EM RECUPERAÇÃO JUDICIAL,84.683.671/0001-94,-14.476137392879536,-23.509355961705833,-5.376895894544588,-2.5045278137128073,-2.3609932191814234,-2.308585194918966,,,,,,CTPT
