"DENOM_CIA","CNPJ_CIA","ANO","ROA","LC","CTPT","ME","ML","Empresa","IPCA","PIB_per_capta","cambio","divida_liquida_pib","SELIC","SELIC_over","Pais_k","Ano_t"
"CENTRAIS ELET DE SANTA CATARINA S.A.","83.878.892/0001-55",2012,-0.135026896570106,8.82283298097252,0.00666094971538,NA,NA,"25",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA BRASILEIRA DE DISTRIBUICAO","47.508.411/0001-56",2012,0.0468340384110214,0.826350393655317,1.64220536862582,0.108584844214708,0.0551744311438,"26",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA CELG DE PARTICIPACOES - CELGPAR","08.560.444/0001-93",2012,-2.62875153721123,0.00134369306487869,-1.14312841205792,NA,NA,"27",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA ENERGETICA DE MINAS GERAIS - CEMIG","17.155.730/0001-64",2012,0.250445494011437,0.870422644251097,0.416162254893739,6347.42814371257,12789.4760479042,"28",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA FERRO LIGAS DA BAHIA - FERBASA","15.141.799/0001-03",2012,0.0655775754604018,6.4227251742256,0.122739349194885,0.180958330624348,0.120598370086019,"29",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA FIACAO TECIDOS CEDRO CACHOEIRA","17.245.234/0001-00",2012,0.0254668499441576,0.845125808167035,0.723757724255846,0.0967263586035476,0.0460505875042368,"30",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA INDUSTRIAL CATAGUASES","19.526.748/0001-50",2012,0.0189599689192854,3.26109256896044,0.89800347826087,0.0702541959457356,0.0268467870006124,"31",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA MELHORAMENTOS DE SAO PAULO","60.730.348/0001-66",2012,0.00212686026514945,0.070778253363918,0.830124247823713,2.86724230976794,0.875337290879655,"32",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA PARANAENSE DE ENERGIA - COPEL","76.483.817/0001-20",2012,0.0509046759291952,4.72953434225844,0.125211886021016,NA,NA,"33",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG","17.281.106/0001-03",2012,0.0541471026238206,1.45400293618563,0.811748142757732,0.326292643218843,0.139124630958065,"34",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA SIDERURGICA NACIONAL","33.042.730/0001-04",2012,-0.00895275906716373,1.4711101677671,4.44575779425006,0.236059525495561,-0.0394820149996941,"35",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA TECIDOS NORTE DE MINAS COTEMINAS","22.677.520/0001-76",2012,-0.0869087364774883,0.460586978522433,0.112533721899986,NA,NA,"36",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CIA TECIDOS SANTANENSE","21.255.567/0001-89",2012,0.0985736008421727,4.05801091629233,0.3258485660998,0.169621690566078,0.0861724255772589,"37",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"COGNA EDUCAÇÃO S.A.","02.800.026/0001-40",2012,0.08791746261058,1.06584325963694,0.0231083196361506,NA,NA,"38",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CONSERVAS ODERICH S.A.","97.191.902/0001-94",2012,0.025048890718717,1.37923422976162,2.21258730047395,0.110848349392711,0.0248263454172811,"39",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CONSTRUTORA ADOLPHO LINDENBERG S.A.","61.022.042/0001-18",2012,0.155236875800256,0.308003094644546,-4.35596424888278,0.591748376416656,0.385967146313511,"40",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CONSTRUTORA TENDA S.A.","71.476.527/0001-35",2012,-0.031492603501001,1.23327145585075,1.11360869548728,-0.182645620802247,-0.207849904413879,"41",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"COSAN S.A.","50.746.577/0001-15",2012,0.188111138462516,2.49104774038822,0.513652024253608,2327.25,2010.67438271605,"42",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CPFL ENERGIA S.A.","02.429.144/0001-93",2012,0.16831045096442,2.94584443533511,0.0561202170500238,897.395316804408,844.29958677686,"43",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CPFL ENERGIAS RENOVÁVEIS S.A.","08.439.659/0001-50",2012,0.00173923149085136,0.740996017507196,0.4486275706271,2.09045591442517,0.287014920206321,"44",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CPFL GERACAO DE ENERGIA S.A.","03.953.509/0001-47",2012,0.0691446241808013,3.65452729627908,0.798831287936144,1.08798231822291,0.595667134128963,"45",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA","02.998.611/0001-04",2012,0.105507705674469,2.10072947726297,0.574281393320114,0.694760520897761,0.446660509883332,"46",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.","10.760.260/0001-19",2012,0.0117524482806376,1.09246678261314,7.12461069543089,0.296337111400631,0.0345227121751265,"47",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"CYRELA BRAZIL REALTY S.A.EMPREEND E PART","73.178.600/0001-18",2012,0.0793031060026801,0.280318077443105,0.644400542130583,353.141630901288,283.325321888412,"48",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"DIAGNOSTICOS DA AMERICA S.A.","61.486.650/0001-83",2012,0.0209922117002159,2.12021090867232,0.556794319493941,0.203560859499657,0.053390957530148,"49",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","92.665.611/0001-77",2012,0.095246857288442,1.70174974083731,1.11674798835816,0.0505505601167357,0.0310458302494014,"50",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"DIRECIONAL ENGENHARIA S.A.","16.614.075/0001-00",2012,0.137843209918135,0.927150433944069,0.229348520171808,85.4211793020457,90.26795026073,"51",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.","08.873.873/0001-10",2012,0.274521508528181,8.01982581294586,1.04839231299485,4.42428204401452,3.99029925118631,"52",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","04.149.454/0001-80",2012,0.156266128393303,0.782013307866207,0.281558529799163,NA,NA,"53",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EDP - ENERGIAS DO BRASIL S.A.","03.983.431/0001-03",2012,0.0654638530288174,2.24659322465614,0.169262366795471,209.247045582442,192.258863252673,"54",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ELECTRO ACO ALTONA S.A.","82.643.537/0001-34",2012,0.0303080372949369,1.59672260612043,3.02556062333713,0.140143538847445,0.0419190023016275,"55",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.","02.302.101/0001-42",2012,-0.117738460497225,2.8083842333004,0.645176854841703,-0.608742242520443,-0.717745216579088,"56",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EMBRAER S.A.","07.689.002/0001-89",2012,0.0414318852709562,1.70504436528524,1.52931176273058,0.142834283504595,0.0682086214613684,"57",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EMPREENDIMENTOS PAGUE MENOS S.A.","06.626.253/0001-51",2012,0.0826050393659592,1.61184690488721,2.96282395268004,0.0787487694807647,0.0342152067798144,"58",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ENAUTA PARTICIPAÇÕES S.A.","11.669.021/0001-10",2012,0.0370147613798353,17.877094972067,8.03484339012935e-05,NA,NA,"59",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ENERGISA S.A.","00.864.214/0001-06",2012,0.117639172526868,2.91777741315909,0.665239461547074,8.54684415135047,5.91156296431988,"60",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ENEVA S.A","04.423.567/0001-21",2012,-0.119479552535758,0.247264451486369,0.417532822331327,NA,NA,"61",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19",2012,0.165894445561842,1.00927101735182,0.655415566198678,0.740012894242906,0.428711276172669,"62",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EQUATORIAL ENERGIA S.A.","03.220.438/0001-73",2012,0.0567350059352554,2.75519174802929,0.144502047314589,NA,NA,"63",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EUCATEX S.A. INDUSTRIA E COMERCIO","56.643.018/0001-66",2012,0.0780354068253057,0.400877782041443,0.0597940768314445,0.392914633627326,0.221255598420801,"64",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EVEN CONSTRUTORA E INCORPORADORA S.A.","43.470.988/0001-65",2012,0.102042323978093,0.720572201443615,0.423498588526499,3.46593140147411,2.75637545730563,"65",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","08.312.229/0001-73",2012,0.178838432765748,0.422050396775185,0.136014567334336,NA,NA,"66",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"FLEURY S.A.","60.840.055/0001-31",2012,0.0389557656090045,2.72450160824879,0.603913575644173,0.212612213582394,0.0730810131841746,"67",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"FRAS-LE S.A.","88.610.126/0001-29",2012,0.0313814484252827,1.61701959479136,1.1420144389226,0.131300270558133,0.0504776595701268,"68",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"GAFISA S.A.","01.545.826/0001-07",2012,-0.0193473215931238,1.28245892858814,1.52906106651827,0.0781334685530932,-0.103496317478262,"69",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"GERDAU S.A.","33.611.500/0001-19",2012,0.0450866778908475,1.24406083451797,0.160547881412356,1.17251480826003,0.900454006283326,"70",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"GOL LINHAS AEREAS INTELIGENTES S.A.","06.164.253/0001-87",2012,-0.549346466102184,9.22396358918385,2.75808102310501,NA,NA,"71",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"GRAZZIOTIN S.A.","92.012.467/0001-70",2012,0.08711030629698,2.19915603454138,0.364675520743396,0.138414288664369,0.129051588983559,"72",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"GRENDENE S.A.","89.850.341/0001-60",2012,0.195205264408004,6.50393202135827,0.12568046828101,0.211949018676805,0.238528340471527,"73",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"GUARARAPES CONFECCOES S.A.","08.402.943/0001-52",2012,0.128595420319956,4.70246751419055,0.124940194204111,0.511429534150647,0.446280456986031,"74",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"HAGA S.A. INDUSTRIA E COMERCIO","30.540.991/0001-66",2012,0.235475637403274,1.10177606922994,-1.42648556200245,0.59968309875618,0.349504411490342,"75",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"HELBOR EMPREENDIMENTOS S.A.","49.263.189/0001-02",2012,0.185288760422306,1.04134632847025,0.414982811379946,39.6835711258652,38.4398926402034,"76",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"HIDROVIAS DO BRASIL S.A.","12.648.327/0001-53",2012,-0.0674229962979198,12.9101612490402,0.0172491435029845,NA,NA,"77",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"HYPERA S.A.","02.932.074/0001-91",2012,0.0168025770329266,2.13114699330983,0.7669147217839,0.223014438797867,0.0520398499285806,"78",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"IGUA SANEAMENTO S.A.","08.159.965/0001-33",2012,-0.0560155068002777,5.20972818311874,0.0887637307420062,-1.86791174762919,-1.35068705244823,"79",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","51.218.147/0001-93",2012,0.0883335907376593,2.91583689254372,0.712653797391253,1.95635105923044,1.54630350194553,"80",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","17.314.329/0001-20",2012,0.11057584224556,0.689951877231499,0.848414241403363,0.27549159984727,0.131462390225277,"81",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR","03.758.318/0001-24",2012,0.00639957516650375,34.9165020337013,0.00450017584940492,NA,NA,"82",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"IOCHPE MAXION S.A.","61.156.113/0001-75",2012,0.0372824784506672,1.48584108962742,0.96425888079138,0.0845624718365176,0.0411611603724105,"83",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"IRANI PAPEL E EMBALAGEM S.A.","92.791.243/0001-03",2012,0.0214436961743393,1.1047260653016,1.70979671761392,0.249518319014452,0.0570470306610761,"84",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"JBS S.A.","02.916.265/0001-60",2012,0.0200113448223946,1.35292859087013,0.743113416640519,0.169159338678672,0.0438221260720737,"85",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"JHSF PARTICIPACOES S.A.","08.294.224/0001-65",2012,0.0732760174175729,2.97035113748764,0.878358054522781,NA,NA,"86",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","87.456.562/0001-22",2012,0.0337065459220077,1.99223321012263,1.61537229993963,0.0876442055152497,0.0369104579630895,"87",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"JSL S.A.","52.548.435/0001-79",2012,0.0195115398858879,1.05132657599939,3.1932014743334,0.227413291458056,0.0325946859836517,"88",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"KARSTEN S.A.","82.640.558/0001-04",2012,-0.00608898950888563,1.2862814058974,10.1498336403883,0.124423121785964,-0.00834761793672851,"89",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"KEPLER WEBER S.A.","91.983.056/0001-69",2012,0.0730840579981029,0.494570793433653,0.333489109675892,15.8047601338788,11.6329490516921,"90",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"KLABIN S.A.","89.637.490/0001-45",2012,0.0544507997471396,2.39795506593969,1.54753574162029,0.455491990959995,0.186178983771964,"91",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"LOCALIZA RENT A CAR S.A.","16.670.085/0001-55",2012,0.0656054280175826,1.86574412271113,1.7722156507666,0.266013408249041,0.105794141048316,"92",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"LOG-IN LOGISTICA INTERMODAL S.A.","42.278.291/0001-24",2012,-0.013475099839203,1.1793238741406,2.467793697247,0.136635198023098,-0.0458656713105112,"93",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"LOJAS RENNER S.A.","92.754.738/0001-62",2012,0.111549376938534,1.62172890581715,1.44013439709332,0.18795642964009,0.0974926304666631,"94",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","07.206.816/0001-15",2012,0.147092264722367,2.35022393040066,0.320967862357314,0.223778214616368,0.183693372248829,"95",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MAGAZINE LUIZA S.A.","47.960.950/0001-21",2012,-0.00164392869955856,1.1997191360041,5.66076182807569,0.0349741235299151,-0.00100380612924469,"96",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MAHLE-METAL LEVE S.A.","60.476.884/0001-87",2012,0.0833847194874446,1.72954535794738,0.592761733922377,0.184932381576051,0.0973716173805299,"97",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MANGELS INDUSTRIAL S.A.","61.065.298/0001-02",2012,-0.225765708393983,0.988314060473549,23.2461674203154,0.126384774003934,-0.352911758431893,"98",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","61.082.004/0001-50",2012,-0.0917375432856987,0.08665841083704,-2.24855607759004,-0.398778304370721,-0.515050026329647,"99",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MARCOPOLO S.A.","88.611.835/0001-29",2012,0.123954343961421,1.47704859262567,0.836917514471989,0.142552697046109,0.122173107428212,"100",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MARFRIG GLOBAL FOODS S.A.","03.853.896/0001-40",2012,-0.0148773101319358,1.42749026517294,2.62103854495339,0.20134207939282,-0.0493082373750899,"101",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"MARISA LOJAS S.A.","61.189.288/0001-89",2012,0.103242719676038,2.10634357689614,1.14323578580028,0.183910965505748,0.0974923641285566,"102",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"METALFRIO SOLUTIONS S.A.","04.821.041/0001-08",2012,0.0227282692385267,1.63514477339273,1.16710185744746,0.0540453439912739,0.0356951028379246,"103",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"METALURGICA GERDAU S.A.","92.690.783/0001-09",2012,0.0345230179278479,0.0491484617054447,0.327496087927437,NA,NA,"104",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
"METALURGICA RIOSULENSE S.A.","85.778.074/0001-06",2012,-0.085377772896991,0.385590658771894,27.2050487842651,0.0784380057235332,-0.14216488530076,"105",5.83859471814745,48.2401761697914,1.95458333333333,33.7441666666667,8.62841530054645,8.48227094089098,1,1
