"DENOM_CIA","CNPJ_CIA","ANO","ROA","LC","CTPT","ME","ML","Empresa","IPCA","PIB_per_capta","cambio","divida_liquida_pib","SELIC","SELIC_over","Pais_k","Ano_t"
"CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26",2015,-0.151756222560623,2.52434563133354,1.26083729326898,-7.0918434110464,-5.78267528685925,"24",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CENTRAIS ELET DE SANTA CATARINA S.A.","83.878.892/0001-55",2015,0.0576915435713005,1.64145096071545,0.0181226648830778,NA,NA,"25",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA BRASILEIRA DE DISTRIBUICAO","47.508.411/0001-56",2015,0.0123837562502921,0.96878431372549,1.06673749275642,0.071399955486312,0.0117961273091476,"26",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA CELG DE PARTICIPACOES - CELGPAR","08.560.444/0001-93",2015,-1.00159921708035,0.00365003280328076,-1.18436639017648,NA,NA,"27",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA ENERGETICA DE MINAS GERAIS - CEMIG","17.155.730/0001-64",2015,0.151264117014024,0.530502040220959,0.256894453336792,7254.23630136986,8453.76712328767,"28",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA FERRO LIGAS DA BAHIA - FERBASA","15.141.799/0001-03",2015,0.105744572400048,2.85895935824137,0.227094346237079,0.292533019205446,0.185001532548227,"29",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA FIACAO TECIDOS CEDRO CACHOEIRA","17.245.234/0001-00",2015,-0.198703642857448,0.711640194758371,1.35349234245544,-0.188237442632323,-0.369741627098188,"30",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA INDUSTRIAL CATAGUASES","19.526.748/0001-50",2015,-0.0192958963763627,2.74113358282756,0.846210212019942,0.0302640850032412,-0.0293227361122854,"31",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA MELHORAMENTOS DE SAO PAULO","60.730.348/0001-66",2015,-0.0606651807810976,0.178410403969459,0.894525536174024,-23.2055464926591,-26.7122349102773,"32",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA PARANAENSE DE ENERGIA - COPEL","76.483.817/0001-20",2015,0.0703525667870964,1.79403364442022,0.19009179453658,NA,NA,"33",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG","17.281.106/0001-03",2015,-0.00105977527498206,1.37227001555885,0.937038880083586,0.226393066074512,-0.00304195041715291,"34",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA SIDERURGICA NACIONAL","33.042.730/0001-04",2015,0.0354736178242961,2.0696793256767,4.9500367070172,0.679518199162358,0.138056157815136,"35",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA TECIDOS NORTE DE MINAS COTEMINAS","22.677.520/0001-76",2015,-0.0740734746260529,0.0370674476101851,0.196468969350955,NA,NA,"36",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CIA TECIDOS SANTANENSE","21.255.567/0001-89",2015,-0.0496472968861657,1.53677202544425,0.692320894033127,-0.0163735760644171,-0.0629897934451835,"37",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"COGNA EDUCAÇÃO S.A.","02.800.026/0001-40",2015,0.102268756714406,0.0350251412396875,0.0956629090551866,NA,NA,"38",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CONSERVAS ODERICH S.A.","97.191.902/0001-94",2015,-0.00292711674130571,1.17578583450848,2.72276213442605,0.165514168089478,-0.00311420747047073,"39",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CONSTRUTORA ADOLPHO LINDENBERG S.A.","61.022.042/0001-18",2015,0.41100059173265,0.447771587743733,0.320815810041312,2.85868553342022,2.71569540122882,"40",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CONSTRUTORA TENDA S.A.","71.476.527/0001-35",2015,0.0125626631188469,0.679312635862361,1.21232134607346,0.13417122548184,0.156626941693658,"41",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"COSAN S.A.","50.746.577/0001-15",2015,0.0375482341062976,1.00990883026975,1.00682361713317,NA,NA,"42",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CPFL ENERGIA S.A.","02.429.144/0001-93",2015,0.0966578752186547,1.4881504058977,0.166046449686716,776.461538461538,747.571305099395,"43",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CPFL ENERGIAS RENOVÁVEIS S.A.","08.439.659/0001-50",2015,-0.0081932824323637,0.181563803861024,0.591288732952544,2.9796397446913,-0.83538419049957,"44",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CPFL GERACAO DE ENERGIA S.A.","03.953.509/0001-47",2015,0.0401892027192043,1.64144765187419,1.75802171690964,1.04977544629393,0.360906497727453,"45",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA","02.998.611/0001-04",2015,0.0736692278977712,1.58353410385805,0.283164346197344,0.552469642986651,0.46308273209907,"46",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.","10.760.260/0001-19",2015,0.0665244107168394,1.18944878507562,3.52007363377036,0.54432046688768,0.238553907940742,"47",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"CYRELA BRAZIL REALTY S.A.EMPREEND E PART","73.178.600/0001-18",2015,0.0593015972232338,1.64170056737346,0.282686401305375,24.7848587904776,22.0710729952191,"48",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"DIAGNOSTICOS DA AMERICA S.A.","61.486.650/0001-83",2015,0.0051325788681643,1.6123390988988,0.6635011853524,0.134692331395659,0.00919526648239836,"49",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","92.665.611/0001-77",2015,0.0587069631842964,1.60159310165579,1.24059835765469,0.0515108790261187,0.0228679043597436,"50",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"DIRECIONAL ENGENHARIA S.A.","16.614.075/0001-00",2015,0.0609203557263568,1.66643301673768,0.233424144399927,14.7543288907545,12.9758631545808,"51",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.","08.873.873/0001-10",2015,0.195525559908015,1.1083393230393,1.31964025308469,2.41310464559387,1.90072737068966,"52",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","04.149.454/0001-80",2015,0.0435075274003121,1.85277424405519,0.582783930235865,NA,NA,"53",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EDP - ENERGIAS DO BRASIL S.A.","03.983.431/0001-03",2015,0.159120924315573,1.00093851992037,0.368940924562956,406.322361546499,330.704284221526,"54",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ELECTRO ACO ALTONA S.A.","82.643.537/0001-34",2015,0.000452883419641034,2.1472986968154,2.75219377663872,0.12645512387733,0.000831986469990521,"55",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.","02.302.101/0001-42",2015,0.0598403257139254,2.83145283049499,0.313461030330995,-0.163869416009151,0.350746487548764,"56",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EMBRAER S.A.","07.689.002/0001-89",2015,0.00597263961034892,1.95040556012282,1.76853609031469,0.118042157072629,0.0159734305741983,"57",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EMPREENDIMENTOS PAGUE MENOS S.A.","06.626.253/0001-51",2015,0.0102377423559415,1.69365096858617,2.42252233887133,0.057481533503162,0.00668149860448483,"58",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ENAUTA PARTICIPAÇÕES S.A.","11.669.021/0001-10",2015,0.0348087827913808,17.4162162162162,6.87945886548427e-05,NA,NA,"59",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ENERGISA S.A.","00.864.214/0001-06",2015,0.0719501693006381,0.922426791659844,1.04188043965306,5.38608188352953,5.64159461054971,"60",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ENEVA S.A","04.423.567/0001-21",2015,0.0297590099774614,5.93547003046295,0.330574063885059,NA,NA,"61",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19",2015,0.116889036701904,1.30946840424014,0.933175368440837,0.654768316537304,0.370515739224081,"62",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EQUATORIAL ENERGIA S.A.","03.220.438/0001-73",2015,0.219330009896521,1.62884713936241,0.0594645055891324,45265.25,50530.125,"63",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EUCATEX S.A. INDUSTRIA E COMERCIO","56.643.018/0001-66",2015,0.00828517790503584,0.187877890476543,0.0809330383319924,3.80696842432727,1.63446881319023,"64",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EVEN CONSTRUTORA E INCORPORADORA S.A.","43.470.988/0001-65",2015,0.032212723590451,0.382981881081966,0.457207873667891,3.57607186737087,1.61743070957859,"65",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","08.312.229/0001-73",2015,0.139971010326074,0.730073216636386,0.173879062662362,NA,NA,"66",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"FLEURY S.A.","60.840.055/0001-31",2015,0.0335263004196136,2.69898520043971,0.934082137729025,0.189003851833001,0.0569122243341472,"67",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"FRAS-LE S.A.","88.610.126/0001-29",2015,0.0597535294373753,2.22551483369891,1.01971111347659,0.173368406479302,0.0962720937745166,"68",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"GAFISA S.A.","01.545.826/0001-07",2015,0.0114662151787006,1.13263760125842,1.09753509217116,0.132089785434703,0.0672370224933214,"69",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"GERDAU S.A.","33.611.500/0001-19",2015,-0.108852662954106,1.44277890344454,0.319607826862259,-1.67968383695532,-2.89164153956994,"70",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"GOL LINHAS AEREAS INTELIGENTES S.A.","06.164.253/0001-87",2015,-1.56941492112612,5.02644327964301,-1.62518635369657,NA,NA,"71",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"GRAZZIOTIN S.A.","92.012.467/0001-70",2015,0.0813639257882175,2.93544098707146,0.326896971762361,0.125634166965392,0.127825304649868,"72",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"GRENDENE S.A.","89.850.341/0001-60",2015,0.184018499897846,5.9223169074966,0.144845630919908,0.203967914547173,0.254580832045549,"73",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"GUARARAPES CONFECCOES S.A.","08.402.943/0001-52",2015,0.0919130238745795,2.67805528087273,0.12394265905393,0.399689814364948,0.33363532610456,"74",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"HAGA S.A. INDUSTRIA E COMERCIO","30.540.991/0001-66",2015,0.0610658097898015,1.52274296133964,-1.60730853298063,0.263439569215673,0.148495772736707,"75",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"HELBOR EMPREENDIMENTOS S.A.","49.263.189/0001-02",2015,0.0353625751171684,0.106061329995126,0.409752623167257,16.0671871789603,14.1510170536265,"76",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"HIDROVIAS DO BRASIL S.A.","12.648.327/0001-53",2015,-0.0529143225638216,6.97716780409474,0.0178696006958456,NA,NA,"77",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"HYPERA S.A.","02.932.074/0001-91",2015,0.037656123680221,2.8648824254851,0.851454245120607,0.300088939466656,0.186078912837993,"78",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"IGUA SANEAMENTO S.A.","08.159.965/0001-33",2015,-0.144757900880485,1.01567295917556,1.14443140705974,-2.04228149829739,-4.50439841089671,"79",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","51.218.147/0001-93",2015,0.0449275130615675,0.942503411416875,0.618959710595952,1.56969167405794,0.839053155708553,"80",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","17.314.329/0001-20",2015,-0.070909278625478,10.7510164054998,0.169969021808881,-0.39261579034119,-0.493983847041371,"81",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR","03.758.318/0001-24",2015,-0.166924657891764,8.99041797455807,0.650290993225955,NA,NA,"82",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"IOCHPE MAXION S.A.","61.156.113/0001-75",2015,0.012040434944432,0.503218302673223,0.903932625228297,0.210643814448308,0.0458437342129506,"83",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"IRANI PAPEL E EMBALAGEM S.A.","92.791.243/0001-03",2015,0.000298133862706646,0.836892766590586,3.1862461076863,0.209096761845104,0.000662541509229404,"84",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"JBS S.A.","02.916.265/0001-60",2015,0.0707732086608478,0.916769560984681,1.33909788430604,0.190081423711082,0.160611174192523,"85",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"JHSF PARTICIPACOES S.A.","08.294.224/0001-65",2015,0.0280072736959011,0.87299999580602,0.406407586231639,NA,NA,"86",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","87.456.562/0001-22",2015,0.0175988900236802,1.48652891626651,2.15616276585235,0.0899448140345389,0.0236346483788817,"87",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"JSL S.A.","52.548.435/0001-79",2015,0.00728258381208526,2.15170340971155,5.29621749038096,0.249413632426651,0.0142166205223634,"88",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"KARSTEN S.A.","82.640.558/0001-04",2015,-0.168564966755658,0.413453726827854,-3.53848278958137,0.0759821993330364,-0.185507202982248,"89",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"KEPLER WEBER S.A.","91.983.056/0001-69",2015,0.0124728524975702,4.70240782543266,0.0176733243514965,NA,NA,"90",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"KLABIN S.A.","89.637.490/0001-45",2015,-0.0492391101231484,2.55878387028499,3.75516353594876,0.437212689162706,-0.223005971812419,"91",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"LOCALIZA RENT A CAR S.A.","16.670.085/0001-55",2015,0.0811836770429821,1.39179677847993,1.55307618497747,0.238791087787035,0.14094391060889,"92",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"LOG-IN LOGISTICA INTERMODAL S.A.","42.278.291/0001-24",2015,-0.169946100249099,0.209801107191782,21.8549443725744,0.110470674766526,-0.413853715125043,"93",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"LOJAS RENNER S.A.","92.754.738/0001-62",2015,0.120599315079196,1.3931675555963,1.07697750136743,0.208128034455264,0.103736769636155,"94",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","07.206.816/0001-15",2015,0.118406613712993,2.43074740697879,0.372211049665787,0.148559852051983,0.130658496756065,"95",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MAGAZINE LUIZA S.A.","47.960.950/0001-21",2015,-0.01199137198806,1.16080788610759,8.50396938449352,0.0489743706781759,-0.00739390804189637,"96",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MAHLE-METAL LEVE S.A.","60.476.884/0001-87",2015,0.0896269485863887,2.03658081657823,0.738286814363814,0.172857387061182,0.104132672354401,"97",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MANGELS INDUSTRIAL S.A.","61.065.298/0001-02",2015,-0.360242371954676,1.42206697181402,-2.33788998275318,0.0317641658591319,-0.366292650583975,"98",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","61.082.004/0001-50",2015,-0.162271570668517,0.0796550639547075,-1.83855754717553,-0.942978405674651,-0.882164541292516,"99",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MARCOPOLO S.A.","88.611.835/0001-29",2015,0.0230839135794177,2.04127492848302,1.06043427958766,0.088237808741563,0.0509171040102878,"100",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MARFRIG GLOBAL FOODS S.A.","03.853.896/0001-40",2015,-0.0347083071747551,2.08695555135963,25.2479440597707,0.103300746357472,-0.0963311378548749,"101",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MARISA LOJAS S.A.","61.189.288/0001-89",2015,-0.0141445837168014,1.83617092245386,1.259883183104,0.0893789042198436,-0.014464799584224,"102",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"METALFRIO SOLUTIONS S.A.","04.821.041/0001-08",2015,-0.225394211996855,0.421396368667593,-313.450930083387,-0.0184753707409336,-0.214969044551567,"103",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"METALURGICA GERDAU S.A.","92.690.783/0001-09",2015,-0.164989664830807,0.538698185450308,0.173391480495861,NA,NA,"104",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"METALURGICA RIOSULENSE S.A.","85.778.074/0001-06",2015,-0.343834116519914,0.25519962596696,-4.32150095656621,0.0487411883182276,-0.527974079425544,"105",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"METISA METALURGICA TIMBOENSE S.A.","86.375.425/0001-09",2015,0.0398912426921266,2.10532012460151,1.05148257035738,0.0826076410111648,0.0747805628990867,"106",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MINERVA S.A.","67.620.377/0001-14",2015,-0.0929796590448565,1.52176909605216,-23.4222470441509,0.132737458491678,-0.127500570853873,"107",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MINUPAR PARTICIPACOES S.A.","90.076.886/0001-40",2015,-0.460423588039867,0.0075187969924812,-1.0947997905586,NA,NA,"108",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MOURA DUBEUX ENGENHARIA S/A","12.049.631/0001-84",2015,0.0134657076161474,0.744655388130338,3.27670086620133,2.36672418751798,1.02412999712396,"109",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MRV ENGENHARIA E PARTICIPACOES S.A.","08.343.492/0001-20",2015,0.0569187766029932,1.83822859214639,1.01448295444314,0.180447400740233,0.199732707803451,"110",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","88.610.191/0001-54",2015,-0.0587377780186699,0.360962575621797,-42.7458753653248,-0.0585591933866727,-0.209456929215976,"111",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"NATURA COSMETICOS S.A.","71.673.990/0001-77",2015,0.0716535333088401,1.25453837249309,5.97015034244777,0.193861528082307,0.0866103896103896,"112",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"NEOENERGIA S.A.","01.083.200/0001-18",2015,0.029004146623528,0.467849755239192,0.21152846236513,109.710284463895,67.6995623632385,"113",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","51.128.999/0001-90",2015,-0.405618338027165,0.695861033669312,15.1723839723263,-0.270002388344877,-0.679364700262718,"114",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"ODONTOPREV S.A.","58.119.199/0001-51",2015,0.187132155213667,1.68509396914446,0.811987992670372,0.25412638118755,0.178643561842758,"115",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"OSX BRASIL S.A.","09.112.685/0001-32",2015,-1.94103744148221,0.00196536401959667,-1.18176995968918,NA,NA,"116",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PADTEC HOLDING S.A.","02.365.069/0001-44",2015,-20.6589361492154,1.92096412556054,-1.08438400426375,-191.729508196721,-190.653005464481,"117",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PBG S/A","83.475.913/0001-91",2015,0.0370475654376583,1.46448284941475,5.12993107493767,0.164987074418939,0.0565012614379856,"118",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PETROLEO BRASILEIRO S.A. PETROBRAS","33.000.167/0001-01",2015,-0.0498621619532639,0.783423755546476,1.7426814953814,0.0451870944096756,-0.138776128083881,"119",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PETTENATI S.A. INDUSTRIA TEXTIL","88.613.658/0001-10",2015,0.0575318982217392,1.56220384591838,0.839210405716968,0.103233384416563,0.064018219356059,"120",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","51.928.174/0001-50",2015,-2.71234000656383,0.142857142857143,0.0958460708505664,NA,NA,"121",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"POSITIVO TECNOLOGIA S.A.","81.243.735/0001-48",2015,-0.0429118909789461,1.43268482862542,2.22957693942522,-0.00509073181035044,-0.0490474909833076,"122",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PRODUTORES ENERGET.DE MANSO S.A.- PROMAN","02.291.077/0001-93",2015,0.000653923541247485,0.746933505487411,17.0727272727273,0.488053815819995,0.00301554163767107,"123",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","45.453.214/0001-51",2015,-0.0114938100444678,1.51535594635602,1.75906285837478,0.0134190866356894,-0.00630236786583829,"124",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.","11.992.680/0001-93",2015,0.0945880438213861,0.851140764242057,0.206725130034927,NA,NA,"125",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"QUALITY SOFTWARE S.A.","35.791.391/0001-94",2015,0.190128314628264,0.80982201525023,2.30500660600584,0.239246748548045,0.150691247800132,"126",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"RAIA DROGASIL S.A.","61.585.865/0001-51",2015,0.0733762396310979,1.63307599795387,0.760363033158441,0.082307190188277,0.0384605557893195,"127",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","89.086.144/0001-16",2015,-0.00669057684899584,1.92715179438535,1.88178415495411,0.0210933567323069,-0.0148115983692086,"128",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"RECRUSUL S.A.","91.333.666/0001-17",2015,-0.573032954507359,0.0156673652738491,-1.30190989969737,-11.0320945945946,-28.8733108108108,"129",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"REDE ENERGIA PARTICIPAÇÕES S.A.","61.584.140/0001-49",2015,0.108747311985157,1.23102288245678,0.607102045663575,NA,NA,"130",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"REFINARIA DE PETROLEOS MANGUINHOS S.A.","33.412.081/0001-96",2015,-1.41839398036565,0.165547334948032,-1.21410707745287,-0.398975998105892,-0.680083261811043,"131",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
"RIO PARANAPANEMA ENERGIA S.A.","02.998.301/0001-81",2015,0.0438859384164329,0.821989912436037,1.29444622392955,0.545843681936419,0.153358321116524,"132",10.6730281339751,46.8954251647156,3.33153333333333,34.42,13.4732876712329,13.2857836033859,1,4
